term,BRIDGE,BulkFormer_127M,BulkFormer_147M,BulkFormer_37M,BulkFormer_50M,BulkFormer_93M,ESM2_PCA512_prior,ESM3,Geneformer,Txn_Jatin,Txn_Jatin_contextual,scGPT
GO:0000086,0.738095238095238,0.5992063492063492,0.6726190476190477,0.6944444444444444,0.8174603174603174,0.7162698412698413,0.9246031746031745,0.8670634920634921,0.8095238095238095,0.9285714285714286,0.9087301587301587,0.876984126984127
GO:0000381,0.8961352657004832,0.7222222222222222,0.9033816425120773,0.7560386473429951,0.7536231884057971,0.7922705314009661,0.8695652173913043,0.8333333333333334,0.7681159420289856,0.8840579710144927,0.8381642512077295,0.9082125603864734
GO:0000724,0.8920863309352518,0.8436886854153042,0.7220405493786788,0.7089601046435579,0.8391105297580118,0.81621975147155,0.9018966644865924,0.9051667756703728,0.8122956180510137,0.9156311314584695,0.8933943754087639,0.7913669064748201
GO:0001578,0.8199004975124378,0.5850746268656717,0.6915422885572139,0.5159203980099503,0.6532338308457711,0.5975124378109453,0.8800995024875622,0.8572139303482588,0.864676616915423,0.8776119402985074,0.8383084577114427,0.9263681592039801
GO:0001649,0.8377483443708609,0.6059602649006622,0.6434878587196469,0.5993377483443709,0.6219646799116998,0.6032008830022074,0.868101545253863,0.8675496688741722,0.8300220750551877,0.8830022075055187,0.8890728476821192,0.7615894039735098
GO:0001654,0.788778409090909,0.6853693181818181,0.7272727272727273,0.6644176136363635,0.6963068181818182,0.7028409090909091,0.7779119318181817,0.8137073863636364,0.8026988636363636,0.8004971590909091,0.7845170454545454,0.8068892045454544
GO:0001666,0.820795892169448,0.7259734702610183,0.7758664955070603,0.7237483953786906,0.6658964484381686,0.7145913564398801,0.761831407787762,0.7214377406931964,0.750106974753958,0.7792896876337184,0.7453145057766367,0.7808301240907146
GO:0001837,0.9015151515151515,0.7178030303030303,0.821969696969697,0.8181818181818181,0.6373106060606061,0.6884469696969697,0.8712121212121212,0.9053030303030303,0.8446969696969697,0.8825757575757576,0.8901515151515151,0.8816287878787878
GO:0001938,0.8399592252803261,0.7798165137614679,0.7522935779816513,0.7420998980632008,0.726809378185525,0.7512742099898062,0.7584097859327217,0.8226299694189603,0.8012232415902141,0.7706422018348624,0.7859327217125383,0.783893985728848
GO:0006325,0.7878228782287822,0.7061039360393604,0.7350476629766298,0.6912284747847479,0.7260916359163592,0.7044126691266912,0.8753843788437884,0.8680043050430504,0.7685270602706028,0.883610086100861,0.8668127306273063,0.7940882533825339
GO:0006400,0.9621359223300971,0.8514563106796117,0.9174757281553397,0.8650485436893204,0.9077669902912622,0.9194174757281554,0.8961165048543689,0.9601941747572815,0.920388349514563,0.9,0.874757281553398,0.9262135922330097
GO:0006402,0.8244604316546762,0.8129496402877698,0.8618705035971224,0.8633093525179856,0.8498800959232613,0.8541966426858514,0.9419664268585132,0.8700239808153477,0.7841726618705036,0.9453237410071943,0.9333333333333333,0.8537170263788969
GO:0006487,0.7979651162790699,0.809593023255814,0.6976744186046512,0.7281976744186046,0.7659883720930233,0.7703488372093024,0.9752906976744186,0.9665697674418605,0.7892441860465116,0.9869186046511629,0.9767441860465116,0.9520348837209301
GO:0006493,0.8380541871921182,0.6182266009852216,0.4538177339901478,0.47660098522167493,0.5997536945812808,0.6428571428571428,1.0,1.0,0.749384236453202,1.0,1.0,0.7740147783251231
GO:0006631,0.8022756547874624,0.6925719192786604,0.6042292829540575,0.6451266638042078,0.6814083297552598,0.6586517818806353,0.8965221124946329,0.9016745384285101,0.8407041648776299,0.9028553027050237,0.8626019750966081,0.8049592099613568
GO:0006693,0.7857142857142856,0.6938775510204083,0.8061224489795918,0.7602040816326531,0.8673469387755102,0.6785714285714286,0.9897959183673469,0.9795918367346939,0.6989795918367346,0.9846938775510203,0.9897959183673469,0.8775510204081632
GO:0006813,0.86,0.7687128712871287,0.8166336633663367,0.7417821782178218,0.7679207920792079,0.7893069306930693,0.973069306930693,0.9746534653465346,0.8023762376237624,0.9706930693069307,0.9706930693069307,0.810891089108911
GO:0006879,0.7407407407407407,0.6373456790123457,0.5493827160493827,0.5154320987654321,0.5632716049382716,0.595679012345679,0.6882716049382717,0.7700617283950617,0.6095679012345679,0.7453703703703703,0.6651234567901234,0.8024691358024691
GO:0006888,0.8669090909090909,0.8290909090909091,0.8603636363636364,0.8916363636363636,0.8690909090909091,0.874909090909091,0.8938181818181817,0.8967272727272727,0.890909090909091,0.9178181818181819,0.906909090909091,0.9229090909090909
GO:0007189,0.8482986767485822,0.6283081285444234,0.7540170132325141,0.6413043478260869,0.6590264650283554,0.5893194706994329,0.9577032136105861,0.9515595463137997,0.8241965973534972,0.9610113421550095,0.9638468809073725,0.8343572778827977
GO:0007283,0.7507575757575758,0.6592657342657342,0.674009324009324,0.6036713286713287,0.6675407925407926,0.6424825174825175,0.6833916083916084,0.641958041958042,0.7624708624708625,0.7074009324009324,0.6871794871794872,0.7426573426573427
GO:0007399,0.7630221838087006,0.6486603284356093,0.7036444828579661,0.6988331892826275,0.6778882166522615,0.664116969173149,0.7755690002881015,0.7644338807260156,0.7530970901757419,0.7817631806395852,0.7714203399596656,0.760097954479977
GO:0007601,0.780146659424226,0.7049158066268332,0.714828897338403,0.6789788158609452,0.6808799565453557,0.733432916892993,0.8085279739272134,0.7711841390548614,0.858500814774579,0.8442422596414991,0.7654807170016297,0.8044541010320478
GO:0007605,0.6831472620946305,0.6884635832004253,0.6608187134502924,0.6140350877192983,0.7081339712918661,0.6788942052099947,0.8431685273790537,0.7910685805422648,0.7400318979266347,0.8508771929824561,0.8580542264752792,0.6866028708133972
GO:0008202,0.7313780832003928,0.4798134740458952,0.691127745735673,0.7060989078414529,0.6662167137072033,0.6417965394526935,0.7922444471714322,0.8239047735918517,0.7275739354522026,0.800343600441772,0.8117560436863419,0.8308994968707817
GO:0008584,0.694331983805668,0.6045883940620782,0.648110661268556,0.7139001349527665,0.6929824561403508,0.6238191632928475,0.8100539811066126,0.760796221322537,0.7031039136302294,0.7989203778677463,0.7979082321187584,0.7968960863697706
GO:0010506,0.7026194144838213,0.5999229583975346,0.6414483821263482,0.6147919876733436,0.6458397534668721,0.6243451463790447,0.7147919876733436,0.7463020030816642,0.6936055469953775,0.7425269645608629,0.6910631741140215,0.7518489984591679
GO:0016236,0.8219469026548673,0.7861946902654867,0.7865486725663717,0.7389380530973451,0.7591150442477876,0.7994690265486726,0.9132743362831858,0.9228318584070797,0.7830088495575221,0.927787610619469,0.8913274336283186,0.7860176991150443
GO:0031297,0.9781420765027322,0.7595628415300546,0.8579234972677596,0.9836065573770492,0.7377049180327868,0.8907103825136612,0.9836065573770492,0.7650273224043715,0.9781420765027323,0.9836065573770492,0.994535519125683,0.9672131147540983
GO:0031398,0.7317073170731708,0.4644986449864499,0.5658536585365854,0.583739837398374,0.6417344173441735,0.6514905149051491,0.7338753387533874,0.7875338753387534,0.6883468834688347,0.7571815718157181,0.7544715447154472,0.6249322493224932
GO:0034341,0.8515406162464986,0.6321195144724556,0.7068160597572362,0.8113912231559292,0.7721755368814192,0.7899159663865545,0.7880485527544351,0.5919701213818861,0.6442577030812324,0.8188608776844071,0.6965452847805789,0.6704014939309056
