term,BRIDGE,BulkFormer_127M,BulkFormer_147M,BulkFormer_37M,BulkFormer_50M,BulkFormer_93M,ESM2_PCA512_prior,ESM3,Geneformer,Txn_Jatin,Txn_Jatin_contextual,scGPT
GO:0000086,0.31087256810581515,0.20390176268431345,0.14624124752074236,0.25736709634273236,0.34362848819382863,0.15073873146399383,0.6120845204178538,0.3939769549037283,0.3728043271180526,0.6176693171514265,0.6424617920994733,0.32785506033611084
GO:0000381,0.4512035092530448,0.21694913208038594,0.3107815835886011,0.2452526243144092,0.2634832693750701,0.3131446742557854,0.8060615079365079,0.7608084376097606,0.38896828691349233,0.7986709498614262,0.6870296058498306,0.5031986531986532
GO:0000724,0.31798630022415875,0.29803574453073245,0.1735992814264674,0.1788923067854447,0.270664112827363,0.20825765611965685,0.619041361496637,0.5516117898822054,0.49539263108029186,0.6301882753021198,0.675704401996031,0.4744664480963701
GO:0001578,0.7540370035470617,0.20470027964955612,0.259634696530184,0.18684942452105974,0.3139217986393612,0.2809642203138446,0.7027709821159017,0.692122658898629,0.7428983370101097,0.7608129191009435,0.6631971646367254,0.7167403771986439
GO:0001649,0.4318198053739323,0.21766599273137469,0.22024146765883063,0.21325518073650385,0.35841911261900705,0.248186388168199,0.46057063338785253,0.5033642687262112,0.44595838593995374,0.6358094678402727,0.5437041076275126,0.44186537986874097
GO:0001654,0.5403777882120602,0.41267781198231873,0.3630438791614872,0.29810062266508863,0.3291934096813835,0.3760833621580728,0.6210381226264629,0.5777375263291693,0.5245931623114365,0.6285215686182556,0.6280778864274892,0.5657794353886431
GO:0001666,0.43495483379854233,0.23827021175020846,0.31775945812444584,0.2668808151764366,0.22495661639105682,0.2814985743748167,0.38908162692281684,0.21575800332901468,0.3119549421801134,0.45334303937580966,0.353245484382527,0.41214418402515285
GO:0001837,0.47966529990299783,0.2754059873334003,0.40256779103810514,0.24273135726461356,0.16544082685448377,0.31348938583925967,0.6533388940011086,0.4843482816713516,0.4289612776660474,0.6493532106857357,0.68958035203101,0.5532581466477103
GO:0001938,0.4148135312065764,0.2403800180631207,0.22337013694659574,0.17583580923633832,0.4209446567917492,0.36283505920396314,0.46814771671683,0.30315485802189923,0.46297509656509844,0.42527828303038384,0.3254494897125454,0.34239727806587217
GO:0006325,0.6119039412325044,0.5511704771664659,0.6044436805552956,0.5188905761705878,0.5767728976999058,0.549310240367086,0.7523883882367899,0.7704296804865719,0.5593278966084547,0.7632471645860662,0.7245503137151788,0.616447977606335
