gene_symbol,importance
ACE,0.00022295730818538802
PCDHGA3,0.00022276806898230352
UBE2M,0.00022251033815571484
RS1,0.00022247799417385758
WDR24,0.00022113869256714232
ALDH2,0.00021959552903254122
CX3CL1,0.00021956555043429942
LMOD1,0.00021625982626917995
CLPTM1L,0.00021601696626429796
RTN4RL2,0.00021465903020315244
RCAN1,0.00021450397988073225
TMED3,0.00021422752385682128
MPO,0.00021336982057627
NPTX2,0.00021290277180633445
SASH1,0.0002122924000776343
PKIA,0.0002122404804508186
CLDN19,0.00021176544427849219
GLRB,0.00021158348846515084
KRT7,0.0002108268098155704
RTKN2,0.00020956067731202279
P4HA3,0.00020942475462182688
FREM1,0.00020893477256092905
FAAP24,0.00020800686269942953
SLC5A7,0.00020796211056867153
ETV3L,0.00020742464717934418
INTS13,0.00020710068547410824
EML5,0.00020584762738972236
RHPN1,0.00020550194149967035
MYL9,0.0002044574664960703
NRG3,0.00020390515776094994
HES6,0.0002037703113254829
CLIC3,0.00020313592373891163
SLC45A2,0.0002028395068186002
KCNJ1,0.00020260146533681542
LPCAT1,0.00020198845165407127
SPC25,0.00019968007975866412
SLC16A1,0.00019788546101122742
CAPN15,0.00019648149156973886
GMFG,0.00019580113715327174
CD36,0.00019388621415336528
ITIH2,0.00019378827129586812
GASK1A,0.00019342925903281674
ADAM8,0.00019341992682224754
MARCO,0.00019308000962617246
CLMP,0.00019287061631126687
SCN7A,0.00019265570495732428
PDE1C,0.0001924922366733399
CTF1,0.00019180459643541298
IL33,0.00019108872560503687
CENPH,0.0001908478550048369
ACSL1,0.00019040745960150458
HLF,0.00018815412374580218
PCED1A,0.00018802140403347456
GLB1L2,0.0001856429899598332
PDE6B,0.00018539576070380077
VGLL3,0.0001853044797062511
PID1,0.00018526094246810489
RAB38,0.0001852499350602748
ACSL4,0.00018496984003219932
EME2,0.00018478897613088402
NR1D2,0.00018444612889448753
LIFR,0.0001837299874242887
CASR,0.0001826234336332869
SEC61G,0.00018167715834960975
CCDC80,0.00018108306428542243
ABO,0.00018071847558258957
ADPRM,0.00018052468029167452
FOXF1,0.000179637300197972
ABCB8,0.00017956166075868248
LEPR,0.00017945092445480302
E2F2,0.00017879500088006177
PNPLA2,0.00017870521932856305
PPP1R3G,0.00017819218836163776
POLE2,0.0001781430810281288
ACSS3,0.00017805536403236948
PDIA4,0.00017800005827834433
EGR1,0.00017786555394008492
SFTPD,0.0001766320377688313
NOX4,0.00017571084598577417
HEATR1,0.0001747095484524111
GDI1,0.00017395359047951933
ACKR4,0.00017325253555216047
ADAM18,0.00017314578617044364
FOXI2,0.00017303838244614114
PLEKHH2,0.000172732376680027
COL5A3,0.00017262425720798646
CUL7,0.00017193719660825072
MTUS1,0.0001714089193201286
AGER,0.0001713117328918293
KCNE4,0.00017049228891283062
DDX17,0.0001698594193613589
VSIR,0.00016906418369042476
SSTR1,0.00016864262225319246
MACO1,0.00016799200626971394
KCNE3,0.00016687731063456243
ST6GALNAC3,0.00016670830164642575
GREM2,0.0001665302531349398
MALRD1,0.00016575194234286236
AKIRIN2,0.00016572597067305284
BMPER,0.00016565941099584363
FGD6,0.00016554030137179218
GDF6,0.00016523843399358844
RXFP1,0.00016483271016284166
AKAP12,0.00016478480048873954
MRAS,0.0001644938924005774
THBS2,0.0001641783190469705
GGT6,0.0001636020243633245
CHGB,0.00016326474771185574
YKT6,0.00016238715442305638
PCGF1,0.00016215023261383917
CLDN18,0.00016170037919219994
NCF2,0.0001615826296187615
PARP1,0.00016156547873740108
UNC5B,0.00016084038108118152
SLC2A12,0.00016068250500982307
HDAC10,0.00016063725805858846
GPC5,0.0001594911696573192
POU6F1,0.00015922579018267052
AQP4,0.00015908488665387614
TRADD,0.0001586896689704442
PLAUR,0.00015861502798523506
PARN,0.00015788840408326898
SCN4A,0.00015746515422834334
BHLHE41,0.00015676186069921782
TSPAN8,0.0001566125130413581
NEUROG2,0.00015645374382845405
GLYAT,0.00015644165391586728
GPAM,0.0001554168977940661
CSRNP1,0.00015522203917746262
PNMA8C,0.00015508346113280198
PAMR1,0.00015449379582103547
ESM1,0.000153572271731112
FOXD2,0.00015316857517916975
TNS1,0.00015279594957346888
UMOD,0.0001522314532662525
SIRT7,0.0001521757738812757
ACSBG2,0.00015142324930142128
ASPDH,0.000150777626423282
COL6A6,0.00015069897141009397
ADAMTS1,0.00015020576229095618
ACTA2,0.00015014939690840873
IQUB,0.00014985479303088236
CSTF2,0.00014923188536152007
ABCA9,0.00014849459274364938
CD70,0.00014786571334778818
CORO1A,0.00014771119060884194
RASL10A,0.0001470758254986339
PLCZ1,0.00014652057941357775
CHEK1,0.00014639769874400183
COPA,0.00014637863345356682
HPN,0.00014637745998181834
KLK5,0.00014552817007150703
TBX15,0.00014531452792818545
SFXN1,0.00014523510073043402
SEMA5A,0.00014521217683504845
VIT,0.00014519935159758144
NEK6,0.00014509366108641865
SFTPC,0.0001450053586002684
