model,panel,mask_seed,fold,auroc,f1,balanced_accuracy
BulkFormer_37M,2_cancer,20260725,1,0.9978936282253817,0.997624703087886,0.9976303317535544
BulkFormer_37M,2_cancer,20260725,2,1.0,1.0,1.0
BulkFormer_37M,2_cancer,20260725,3,0.9997804128238911,0.9975786924939467,0.9975845410628019
BulkFormer_37M,2_cancer,20260725,4,1.0,0.9976470588235294,0.9772727272727273
BulkFormer_37M,2_cancer,20260725,5,0.9988732394366198,0.9929411764705882,0.9753051643192487
