model,panel,mask_seed,supported,samples,patients,oof_auroc,fold_auroc_mean,fold_auroc_std,fold_f1_mean,fold_balanced_accuracy_mean
BulkFormer_37M,2_cancer,20260723,True,1163,1019,0.9992920659587327,0.9994177923934187,0.0008290455212246896,0.996698060024021,0.9830905936108904
BulkFormer_37M,5_cancer,20260723,True,3481,3116,0.9970750774322203,0.9974315823382746,0.0031390228686186015,0.9954575968044498,0.9633865153245212
BulkFormer_37M,2_cancer,20260724,True,1163,1019,0.9994819994819993,0.9994358774517991,0.000831573523730921,0.9962055941603409,0.9803084608308525
BulkFormer_37M,5_cancer,20260724,True,3481,3116,0.9962991641563069,0.9964729534686938,0.003773624191315486,0.995929358255603,0.9651252167779972
BulkFormer_37M,2_cancer,20260725,True,1163,1019,0.9993697660364328,0.9993094560971786,0.0009179264049188887,0.9971583261751901,0.9895585528816664
BulkFormer_37M,5_cancer,20260725,True,3481,3116,0.9957666850523992,0.9957226552690033,0.005990828742252808,0.9960827121483147,0.9684941050856567
