pathway,cohort,responders,nonresponders,mean_responder,mean_nonresponder,hedges_g,variance,auc_responder_higher,p_value,q_value_within_cohort
IL-2/STAT5 Signaling,Rose,16,73,3.25960934375,3.264685976712329,-0.025917710802025998,0.07620249064120019,0.4726027397260274,0.7364509501682923,0.9957375828846027
Bile Acid Metabolism,Gide,40,33,1.858586845,1.8025225127272726,0.1536259994044514,0.05546923416002338,0.5393939393939394,0.5681253661911837,0.7278036133956902
Bile Acid Metabolism,Riaz,10,41,2.49221711,2.38730497804878,0.32381166529144334,0.12546018262263103,0.5024390243902439,0.9905355168228513,0.9905355168228513
Bile Acid Metabolism,Hugo,14,12,1.2830477228571426,0.9710543783333335,0.610402625688781,0.16252422487539972,0.7202380952380952,0.06046912263398003,0.3968973029077809
Bile Acid Metabolism,Rose,16,73,2.6119269999999997,2.6091459986301366,0.016929077842105778,0.07620027722708161,0.5111301369863014,0.8937550031019188,0.9957375828846027
Pperoxisome,Gide,40,33,2.4564289775,2.381727187878788,0.1766297203242671,0.05552273493755023,0.5424242424242425,0.5384558960783058,0.7278036133956902
Pperoxisome,Riaz,10,41,3.21629719,3.1867250975609758,0.14097632433038954,0.12459304312715032,0.5195121951219512,0.8587750197255023,0.9905355168228513
Pperoxisome,Hugo,14,12,1.877272192857143,1.5525989283333332,0.47201239968603603,0.1594034819589333,0.6904761904761905,0.1051925051200414,0.3968973029077809
Pperoxisome,Rose,16,73,3.3452700687499997,3.353538843835617,-0.04907798146334782,0.07621247294310421,0.4803082191780822,0.8100218937991599,0.9957375828846027
Allograft Rejection,Gide,40,33,2.3817911675,2.0308595939393936,0.7483455576178477,0.05924684068053994,0.7295454545454545,0.0007998615615540445,0.013331026025900743
Allograft Rejection,Riaz,10,41,2.9823972100000002,2.7076170634146344,0.5396567965297193,0.12736197306611982,0.6463414634146342,0.1580655327367111,0.9905355168228513
Allograft Rejection,Hugo,14,12,1.54574184,1.330613375,0.324940432478033,0.15696161902563416,0.6130952380952381,0.3413316805006916,0.3968973029077809
Allograft Rejection,Rose,16,73,2.9545362187500004,2.9016800589041103,0.1481351662470025,0.07632474523744048,0.5539383561643836,0.5042793785555528,0.900498890277773
Spermatogenesis,Gide,40,33,1.7024337525,1.6459378193939393,0.17289482662903735,0.05551354171905203,0.553030303030303,0.4411085928481244,0.7278036133956902
Spermatogenesis,Riaz,10,41,2.0285881900000002,2.004273180487805,0.10687658614928672,0.12450680109291785,0.5390243902439025,0.7130747839522047,0.9905355168228513
Spermatogenesis,Hugo,14,12,0.9316021435714286,0.7971504116666667,0.2665328502222405,0.15624189976706293,0.6190476190476191,0.31587447983048955,0.3968973029077809
Spermatogenesis,Rose,16,73,2.26440746875,2.2095551767123283,0.26053947621683266,0.07658874978449975,0.5702054794520548,0.38387745204646384,0.8239046568895341
KRAS Signaling Up,Gide,40,33,2.02015944125,1.881138044848485,0.3512884451795847,0.05617206954047178,0.593939393939394,0.17104725686798827,0.6360130387313764
KRAS Signaling Up,Riaz,10,41,2.68383018,2.5882275926829266,0.25879872744610605,0.12507368044659947,0.5658536585365853,0.5295460123379685,0.9905355168228513
KRAS Signaling Up,Hugo,14,12,1.3323252278571427,1.2142304983333334,0.19826389444546913,0.15558083334191902,0.6071428571428571,0.3680655063054846,0.40007120250596157
KRAS Signaling Up,Rose,16,73,2.93765880625,2.987980794520548,-0.2172912746033086,0.07646998357387555,0.4383561643835616,0.4449085147203484,0.8239046568895341
KRAS Signaling Dn,Gide,40,33,0.9570125180000002,0.9374932581818181,0.07483958021895745,0.05534247370280038,0.5401515151515152,0.5606351743335226,0.7278036133956902
KRAS Signaling Dn,Riaz,10,41,1.1470471300000002,1.1710695509756097,-0.12860244641724794,0.12455900501697476,0.47073170731707314,0.784982574107945,0.9905355168228513
KRAS Signaling Dn,Hugo,14,12,0.5479191435714287,0.4429669316666667,0.3488291121963822,0.15729694121014887,0.6726190476190477,0.14268048429722283,0.3968973029077809
KRAS Signaling Dn,Rose,16,73,1.69161125625,1.6903540534246577,0.008400006414933072,0.07619903565484705,0.4991438356164384,0.9957375828846027,0.9957375828846027
Pancreas Beta Cells,Gide,40,33,1.2744401499999998,1.231816,0.19224366552522085,0.05556329528144279,0.5515151515151515,0.45436668322459084,0.7278036133956902
Pancreas Beta Cells,Riaz,10,41,1.7465809899999996,1.754668543902439,-0.0424448414791778,0.12440862721435936,0.47804878048780486,0.8401839201655994,0.9905355168228513
Pancreas Beta Cells,Hugo,14,12,1.0014191342857142,0.8765668991666665,0.32116870657487673,0.15691084930530017,0.6369047619047619,0.2471599732119072,0.3968973029077809
Pancreas Beta Cells,Rose,16,73,1.7100385999999999,1.6388795561643834,0.24240258223964228,0.07653632560754059,0.5051369863013698,0.9531401596382946,0.9957375828846027
