model,panel,mask_seed,fold,auroc,f1,balanced_accuracy
Txn_Jatin,5_cancer,20260725,1,0.9933212151257264,0.9976470588235294,0.9816712109945193
Txn_Jatin,5_cancer,20260725,2,0.9996467783239632,0.9961089494163424,0.9614841197421482
Txn_Jatin,5_cancer,20260725,3,0.9994661489929628,0.9960722702278083,0.9615384615384616
Txn_Jatin,5_cancer,20260725,4,0.9992465340566606,0.9960474308300395,0.9746081977094635
Txn_Jatin,5_cancer,20260725,5,0.9855828715907258,0.9953271028037384,0.9639571789768142
