model,panel,mask_seed,fold,auroc,f1,balanced_accuracy
Txn_Jatin,2_cancer,20260724,1,0.9995731967562953,0.9929742388758782,0.952198036705079
Txn_Jatin,2_cancer,20260724,2,1.0,0.9976580796252927,0.9782608695652174
Txn_Jatin,2_cancer,20260724,3,1.0,0.997624703087886,0.9976303317535544
Txn_Jatin,2_cancer,20260724,4,0.9978041282389107,0.9975786924939467,0.9975845410628019
Txn_Jatin,2_cancer,20260724,5,1.0,0.9976019184652278,0.9976076555023923
