model,panel,mask_seed,supported,samples,patients,oof_auroc,fold_auroc_mean,fold_auroc_std,fold_f1_mean,fold_balanced_accuracy_mean
Txn_Jatin,2_cancer,20260723,True,1163,1019,0.9994388327721662,0.9995421328088898,0.0006490881773553186,0.996698060024021,0.9830905936108904
Txn_Jatin,5_cancer,20260723,True,3481,3116,0.9966852645424072,0.9969346540425548,0.003892324194092948,0.9959304057636931,0.9654561103110186
Txn_Jatin,2_cancer,20260724,True,1163,1019,0.999438832772166,0.9994754649990412,0.0009524086522905901,0.9966875265096462,0.984656286917809
Txn_Jatin,5_cancer,20260724,True,3481,3116,0.9960806567949425,0.9961249564277074,0.005913790818089382,0.996238436290876,0.9700824306001083
Txn_Jatin,2_cancer,20260725,True,1163,1019,0.9995596995596996,0.9994435915122117,0.0008262314790835163,0.9976425876764006,0.990041644669106
Txn_Jatin,5_cancer,20260725,True,3481,3116,0.9955492384063812,0.9954527096180078,0.00612470373270091,0.9962405624202916,0.9686518337922813
