model,panel,mask_seed,fold,auroc,f1,balanced_accuracy
Txn_Jatin,2_cancer,20260725,1,0.9981569246972091,0.997624703087886,0.9976303317535544
Txn_Jatin,2_cancer,20260725,2,1.0,1.0,1.0
Txn_Jatin,2_cancer,20260725,3,1.0,1.0,1.0
Txn_Jatin,2_cancer,20260725,4,1.0,0.9976470588235294,0.9772727272727273
Txn_Jatin,2_cancer,20260725,5,0.9990610328638497,0.9929411764705882,0.9753051643192487
