model,panel,mask_seed,fold,auroc,f1,balanced_accuracy
Txn_Jatin,5_cancer,20260723,1,0.9997330842119311,0.9968553459119497,0.9737888696116375
Txn_Jatin,5_cancer,20260723,2,0.9916117088973736,0.9953703703703703,0.9552238805970149
Txn_Jatin,5_cancer,20260723,3,0.999917115623705,0.9984251968503937,0.9904406686006354
Txn_Jatin,5_cancer,20260723,4,0.9939275645196269,0.9937106918238994,0.9623725872912601
Txn_Jatin,5_cancer,20260723,5,0.9994837969601376,0.9952904238618524,0.9454545454545454
