index,model,panel,gene_symbol,mean,std
9060,BulkFormer_50M,2_cancer,PECAM1,0.0135372869130563,0.0044551568275313135
12755,BulkFormer_50M,2_cancer,TEK,0.011657892077566734,0.007060639645930751
2401,BulkFormer_50M,2_cancer,CLEC3B,0.010108624553310833,0.005510316376477575
12394,BulkFormer_50M,2_cancer,STX11,0.009228497422082699,0.0010951419959524971
4082,BulkFormer_50M,2_cancer,FABP4,0.008888320415929166,0.008695540667069566
11334,BulkFormer_50M,2_cancer,SH2D3C,0.008880319147049,0.005058186257260916
11300,BulkFormer_50M,2_cancer,SFTPC,0.008793362563895334,0.0036592949432735105
10859,BulkFormer_50M,2_cancer,RS1,0.008678895736868366,0.001857931747983428
14036,BulkFormer_50M,2_cancer,VEPH1,0.008111047388622901,0.0030404752168266365
4380,BulkFormer_50M,2_cancer,FGR,0.007901920196163634,0.001983143896752042
749,BulkFormer_50M,2_cancer,AQP4,0.007860618707110899,0.001950612114615659
10262,BulkFormer_50M,2_cancer,RAMP3,0.007700931377107382,0.006858094159729998
6830,BulkFormer_50M,2_cancer,LRRC36,0.007266829880349534,0.006424389579716451
5126,BulkFormer_50M,2_cancer,GPT2,0.0066281901430740335,0.004429595025961537
1670,BulkFormer_50M,2_cancer,CAV1,0.006500146784371934,0.0029373815950467304
3822,BulkFormer_50M,2_cancer,EMP2,0.006457228125988299,0.0033972417525102365
4831,BulkFormer_50M,2_cancer,GIMAP8,0.006431012114128433,0.005262640634604657
10956,BulkFormer_50M,2_cancer,S1PR1,0.006414889134366233,0.005436122876874643
4758,BulkFormer_50M,2_cancer,GDF10,0.006366057420080333,0.0060298514275877865
2002,BulkFormer_50M,2_cancer,CDH5,0.006360139209853167,0.0025425776958432544
256,BulkFormer_50M,2_cancer,ADAMTS8,0.006249829773575667,0.007922251938470098
664,BulkFormer_50M,2_cancer,AOC3,0.0060783991335494995,0.0028165021942830894
3965,BulkFormer_50M,2_cancer,ESAM,0.0058499827298145665,0.0030102868105270648
12060,BulkFormer_50M,2_cancer,SPAAR,0.005804083419028866,3.109588900851609e-05
110,BulkFormer_50M,2_cancer,ACADL,0.005777976455052534,0.00280702846136822
10435,BulkFormer_50M,2_cancer,RECQL4,0.005586568767434401,0.003706434748379071
343,BulkFormer_50M,2_cancer,ADRB2,0.005576971586011367,0.0017123991299375866
10501,BulkFormer_50M,2_cancer,RGCC,0.005550553595380366,0.0020261421979487675
5040,BulkFormer_50M,2_cancer,GPM6A,0.005350646822610601,0.004979551880101927
836,BulkFormer_50M,2_cancer,ARHGEF39,0.005335567904652533,0.006348606225115856
4096,BulkFormer_50M,2_cancer,FAM107A,0.005324131991049333,0.0033174574264066784
6676,BulkFormer_50M,2_cancer,LIMS2,0.005311264619443733,0.004598928613969561
5631,BulkFormer_50M,2_cancer,HSPA12B,0.0052735603690699,0.004656062887966859
3668,BulkFormer_50M,2_cancer,EFNA3,0.005243204618602372,0.009030886800344274
6115,BulkFormer_50M,2_cancer,JPH4,0.0050997882053827335,0.004636985083758952
