model,panel,mask_seed,fold,auroc,f1,balanced_accuracy
BulkFormer_147M,5_cancer,20260723,1,0.9997063926331242,0.996066089693155,0.9730014680368344
BulkFormer_147M,5_cancer,20260723,2,0.9880134212657642,0.9961389961389961,0.9626865671641791
BulkFormer_147M,5_cancer,20260723,3,0.9999447437491367,0.997639653815893,0.9816687387760741
BulkFormer_147M,5_cancer,20260723,4,0.9958794187811754,0.9937106918238994,0.9623725872912601
BulkFormer_147M,5_cancer,20260723,5,0.9994837969601376,0.9952904238618524,0.9454545454545454
