model,panel,mask_seed,fold,auroc,f1,balanced_accuracy
BulkFormer_93M,2_cancer,20260723,1,1.0,1.0,1.0
BulkFormer_93M,2_cancer,20260723,2,1.0,0.9975786924939467,0.9975845410628019
BulkFormer_93M,2_cancer,20260723,3,1.0,0.9953703703703703,0.95
BulkFormer_93M,2_cancer,20260723,4,0.9982227488151658,0.997624703087886,0.9976303317535544
BulkFormer_93M,2_cancer,20260723,5,0.9990929705215419,0.9952153110047847,0.9952380952380953
