index,model,panel,gene_symbol,mean,std
9060,BulkFormer_93M,2_cancer,PECAM1,0.013685218709980998,0.007570177682571954
12755,BulkFormer_93M,2_cancer,TEK,0.011604341814153632,0.007086655658647956
2401,BulkFormer_93M,2_cancer,CLEC3B,0.010152312566040067,0.005886561030074634
13024,BulkFormer_93M,2_cancer,TMEM100,0.010083096064065534,0.008997482815906703
14036,BulkFormer_93M,2_cancer,VEPH1,0.0091710967293464,0.0046729189020187824
11300,BulkFormer_93M,2_cancer,SFTPC,0.009152775858634866,0.004242284992147681
12394,BulkFormer_93M,2_cancer,STX11,0.008751497995040367,0.0014006622868939266
10859,BulkFormer_93M,2_cancer,RS1,0.008701037825987966,0.0019151844685560953
11334,BulkFormer_93M,2_cancer,SH2D3C,0.0079303565426058,0.003313383659268231
749,BulkFormer_93M,2_cancer,AQP4,0.007511587366161167,0.001377384465295165
5040,BulkFormer_93M,2_cancer,GPM6A,0.007253148880436933,0.0013270604579263602
4758,BulkFormer_93M,2_cancer,GDF10,0.0071893450159684,0.004308152549447603
4380,BulkFormer_93M,2_cancer,FGR,0.0069193886703822,0.0022790142930120736
4831,BulkFormer_93M,2_cancer,GIMAP8,0.006678368780112533,0.00566490444586436
10956,BulkFormer_93M,2_cancer,S1PR1,0.0063988973507874344,0.005422318555335773
256,BulkFormer_93M,2_cancer,ADAMTS8,0.006252297822238066,0.007917779871579324
3822,BulkFormer_93M,2_cancer,EMP2,0.006236839553647899,0.003026792662735243
2002,BulkFormer_93M,2_cancer,CDH5,0.0062192912602633335,0.0026562937293294247
586,BulkFormer_93M,2_cancer,ANKRD1,0.0061725098123635,0.005919127652267662
664,BulkFormer_93M,2_cancer,AOC3,0.0061718518819408,0.0027130043114008107
4082,BulkFormer_93M,2_cancer,FABP4,0.006078950035951567,0.0023288576756925598
3806,BulkFormer_93M,2_cancer,EMCN,0.006049100615308933,0.004903060889289296
10993,BulkFormer_93M,2_cancer,SAPCD2,0.005861976880218267,0.003854714425442547
5126,BulkFormer_93M,2_cancer,GPT2,0.005818917882302734,0.004095868355731472
110,BulkFormer_93M,2_cancer,ACADL,0.005743359719705133,0.002885254787163019
12060,BulkFormer_93M,2_cancer,SPAAR,0.0057204821733202,9.272996765864466e-05
29,BulkFormer_93M,2_cancer,ABCA3,0.005711208020877066,0.007659283927018596
10435,BulkFormer_93M,2_cancer,RECQL4,0.0055546377256678004,0.003646241571193325
10262,BulkFormer_93M,2_cancer,RAMP3,0.0055320657329872664,0.004749275562559466
343,BulkFormer_93M,2_cancer,ADRB2,0.005427011661332033,0.0016406499883056865
9351,BulkFormer_93M,2_cancer,PLAC9,0.0053839996202645,0.004953832115936251
11721,BulkFormer_93M,2_cancer,SLC46A2,0.00536776502735893,0.00881418515524291
3668,BulkFormer_93M,2_cancer,EFNA3,0.005294185033763267,0.0045567805959710085
6768,BulkFormer_93M,2_cancer,LPL,0.0052739369002954666,0.004860616901401477
6115,BulkFormer_93M,2_cancer,JPH4,0.005265770468371266,0.004796613913558156
1674,BulkFormer_93M,2_cancer,CAVIN2,0.0051449786513169,0.005258524848856242
1460,BulkFormer_93M,2_cancer,BTNL9,0.005032699326885,0.006497408472129752
3965,BulkFormer_93M,2_cancer,ESAM,0.0049946210606911,0.001566286100113287
13291,BulkFormer_93M,2_cancer,TNNC1,0.004991758822444,0.004909335776023845
2395,BulkFormer_93M,2_cancer,CLEC14A,0.004853820749350466,0.0031013616403716394
8769,BulkFormer_93M,2_cancer,PAICS,0.0048044182300283666,0.005731293469477716
1981,BulkFormer_93M,2_cancer,CDCA8,0.004780403527193267,0.0031269585121479282
9834,BulkFormer_93M,2_cancer,PROS1,0.004649278748416567,0.008052787010807734
6640,BulkFormer_93M,2_cancer,LGI3,0.004619768139790233,0.004849279624033757
9599,BulkFormer_93M,2_cancer,POU4F1,0.004514251579017167,0.007818913093005763
373,BulkFormer_93M,2_cancer,AGER,0.0044790024713477,0.0015898509062167983
10501,BulkFormer_93M,2_cancer,RGCC,0.0044595444600576,0.0021845493770023187
