model,panel,mask_seed,fold,auroc,f1,balanced_accuracy
BulkFormer_93M,5_cancer,20260723,1,0.9997330842119311,0.996066089693155,0.9730014680368344
BulkFormer_93M,5_cancer,20260723,2,0.9879440009256045,0.9953703703703703,0.9552238805970149
BulkFormer_93M,5_cancer,20260723,3,0.9999447437491367,0.997639653815893,0.9816687387760741
BulkFormer_93M,5_cancer,20260723,4,0.9920028193450444,0.9937106918238994,0.9623725872912601
BulkFormer_93M,5_cancer,20260723,5,0.9994264410668195,0.9952904238618524,0.9454545454545454
