index,model,panel,gene_symbol,mean,std
9060,BulkFormer_127M,2_cancer,PECAM1,0.0173760706395605,0.007017483684603375
12755,BulkFormer_127M,2_cancer,TEK,0.010719495741162134,0.006264409986627534
13024,BulkFormer_127M,2_cancer,TMEM100,0.010135770194517033,0.00888033601887791
2401,BulkFormer_127M,2_cancer,CLEC3B,0.009893342601162902,0.0061424476647083765
12394,BulkFormer_127M,2_cancer,STX11,0.009246057535589632,0.0011983790667092192
11300,BulkFormer_127M,2_cancer,SFTPC,0.009180497050689867,0.004080305689355642
586,BulkFormer_127M,2_cancer,ANKRD1,0.008915540089705666,0.007726027820385101
10859,BulkFormer_127M,2_cancer,RS1,0.008810300582425934,0.001865139484630201
11334,BulkFormer_127M,2_cancer,SH2D3C,0.0079011125084693,0.003351090650176686
4380,BulkFormer_127M,2_cancer,FGR,0.007871476285287934,0.002045130356303967
10262,BulkFormer_127M,2_cancer,RAMP3,0.007683121228256053,0.006983807009573457
256,BulkFormer_127M,2_cancer,ADAMTS8,0.007657021092152733,0.006536048789690854
4758,BulkFormer_127M,2_cancer,GDF10,0.007387391095579533,0.004147859837365917
4082,BulkFormer_127M,2_cancer,FABP4,0.007046854422965567,0.009018393087574392
4831,BulkFormer_127M,2_cancer,GIMAP8,0.006937832734399133,0.006105638993257034
5040,BulkFormer_127M,2_cancer,GPM6A,0.0064206506218232,0.00028710996377950837
14036,BulkFormer_127M,2_cancer,VEPH1,0.0062090308315035335,0.0026937033426248443
10993,BulkFormer_127M,2_cancer,SAPCD2,0.006037990911979233,0.003967799359679562
1670,BulkFormer_127M,2_cancer,CAV1,0.005897302363997433,0.0019917242431836805
10248,BulkFormer_127M,2_cancer,RAI2,0.005774141193966433,0.0029946112191581273
10956,BulkFormer_127M,2_cancer,S1PR1,0.0057667735095521325,0.00447334320272072
8769,BulkFormer_127M,2_cancer,PAICS,0.005738604673032367,0.007240870556996339
12060,BulkFormer_127M,2_cancer,SPAAR,0.0056854109754914004,0.00017997069369183133
5126,BulkFormer_127M,2_cancer,GPT2,0.0055114426730327,0.003932793155668288
4712,BulkFormer_127M,2_cancer,GATA4,0.0054898733381002,0.009508739548707299
10435,BulkFormer_127M,2_cancer,RECQL4,0.005416239466622967,0.003395846670784449
7304,BulkFormer_127M,2_cancer,MEOX2,0.005348607445817833,0.009264059845897689
342,BulkFormer_127M,2_cancer,ADRB1,0.0053070869518806,0.0018751312510063216
749,BulkFormer_127M,2_cancer,AQP4,0.005286630304445364,0.004756520075628148
3668,BulkFormer_127M,2_cancer,EFNA3,0.0052675168241578,0.004462337261510019
3822,BulkFormer_127M,2_cancer,EMP2,0.005246125144855133,0.004762314393025879
4830,BulkFormer_127M,2_cancer,GIMAP7,0.005224572165682392,0.009006442437043126
343,BulkFormer_127M,2_cancer,ADRB2,0.0052127829501895,0.002020063544118008
6676,BulkFormer_127M,2_cancer,LIMS2,0.0052014743869361665,0.004426955511479837
664,BulkFormer_127M,2_cancer,AOC3,0.005195895272353167,0.0032892810262792767
1460,BulkFormer_127M,2_cancer,BTNL9,0.005143335652355534,0.006679754346781037
12038,BulkFormer_127M,2_cancer,SOX17,0.005096278254527831,0.004730261586462901
3965,BulkFormer_127M,2_cancer,ESAM,0.005091840636945033,0.004782431873119969
3806,BulkFormer_127M,2_cancer,EMCN,0.00500041331082807,0.006103609072858799
1674,BulkFormer_127M,2_cancer,CAVIN2,0.004945339118907766,0.005425520553149988
13291,BulkFormer_127M,2_cancer,TNNC1,0.004543466115917366,0.004483714593742523
373,BulkFormer_127M,2_cancer,AGER,0.0045300045864818,0.001526001175086725
10873,BulkFormer_127M,2_cancer,RSPO1,0.004493575514422233,0.004293749570121591
5129,BulkFormer_127M,2_cancer,GPX3,0.004490210249994433,0.005458544778258796
13905,BulkFormer_127M,2_cancer,UPK3B,0.004464244977520825,0.005469828766845848
6768,BulkFormer_127M,2_cancer,LPL,0.0044562956648640005,0.004989748234121166
10501,BulkFormer_127M,2_cancer,RGCC,0.004406286512253567,0.002087799907232896
12717,BulkFormer_127M,2_cancer,TCN2,0.004362902080028533,0.007556768071057355
6128,BulkFormer_127M,2_cancer,KANK3,0.004314402217853367,0.0037408149256417046
2002,BulkFormer_127M,2_cancer,CDH5,0.004256774231654901,0.0014587248650926017
12752,BulkFormer_127M,2_cancer,TEDC2,0.0041645401201252,0.0017242355282893677
1504,BulkFormer_127M,2_cancer,C8B,0.004071636175699066,0.007052280726246223
6115,BulkFormer_127M,2_cancer,JPH4,0.004058395028642099,0.0035168906547569634
11549,BulkFormer_127M,2_cancer,SLC24A4,0.004052027868592043,0.006937299375982242
5631,BulkFormer_127M,2_cancer,HSPA12B,0.0040437304762676665,0.004390434416932576
2395,BulkFormer_127M,2_cancer,CLEC14A,0.003939825479021833,0.0015625188231941005
9613,BulkFormer_127M,2_cancer,PPAT,0.003857166098412233,0.0015438305549640495
4869,BulkFormer_127M,2_cancer,GKN2,0.003840132227100331,0.0044587684010123935
3657,BulkFormer_127M,2_cancer,EFCC1,0.0038340433538024,0.004308946872993049
13933,BulkFormer_127M,2_cancer,USHBP1,0.0038214330341396,0.006393252452630514
9921,BulkFormer_127M,2_cancer,PSAT1,0.0038032758768431,0.003323335400258739
110,BulkFormer_127M,2_cancer,ACADL,0.0037795240010009,0.0032734264269776068
812,BulkFormer_127M,2_cancer,ARHGAP6,0.0037656535285758666,0.00173122853673294
7343,BulkFormer_127M,2_cancer,MFAP4,0.0037325668877267668,0.0018380395469991227
1981,BulkFormer_127M,2_cancer,CDCA8,0.0037250510212524005,0.004270378335067038
6640,BulkFormer_127M,2_cancer,LGI3,0.003675427529717666,0.003379754833439906
6056,BulkFormer_127M,2_cancer,ITIH5,0.0036434836329258,0.0016130112829361094
494,BulkFormer_127M,2_cancer,ALKAL2,0.0036282667125972,0.005942208099597278
12705,BulkFormer_127M,2_cancer,TCF21,0.003452167346651633,0.0031024628481015454
9351,BulkFormer_127M,2_cancer,PLAC9,0.003376300928801967,0.0033748365892223124
471,BulkFormer_127M,2_cancer,ALDH2,0.0033373268545235334,0.005780419673498787
2379,BulkFormer_127M,2_cancer,CLDN18,0.0033277343774152667,0.003448275354499676
5900,BulkFormer_127M,2_cancer,INMT,0.0033013151992137,0.003418032938884196
6096,BulkFormer_127M,2_cancer,JAM2,0.0032693843829781333,0.0027468836020794704
4096,BulkFormer_127M,2_cancer,FAM107A,0.0032662164268562667,0.003062013674053493
11763,BulkFormer_127M,2_cancer,SLC6A4,0.0032528968612701996,0.000522991198597109
9219,BulkFormer_127M,2_cancer,PID1,0.0032443795969927386,0.0032488022835454136
10012,BulkFormer_127M,2_cancer,PTGER4,0.003209083006988033,0.0032836474185050195
3870,BulkFormer_127M,2_cancer,EPAS1,0.0032065395754139,0.0026906026164244573
1665,BulkFormer_127M,2_cancer,CAT,0.0031994088574782,0.002468318701243299
2928,BulkFormer_127M,2_cancer,CXCR2,0.0031720757281569335,0.005494196326623851
4327,BulkFormer_127M,2_cancer,FERMT1,0.0031689633795073334,0.0034518988758590672
13543,BulkFormer_127M,2_cancer,TRPV2,0.0031477369414013665,0.0031489669406871146
12148,BulkFormer_127M,2_cancer,SPOCK2,0.0031331958853764003,0.00313017925558132
12530,BulkFormer_127M,2_cancer,SYT7,0.003132798835721533,0.00542616675336232
563,BulkFormer_127M,2_cancer,ANGPT4,0.0031250775771220333,0.0027576103176155846
13793,BulkFormer_127M,2_cancer,UBE2T,0.003106532374948033,0.0027084944988331598
4402,BulkFormer_127M,2_cancer,FILIP1,0.0031006277607765666,0.0034898314780291606
14266,BulkFormer_127M,2_cancer,WWC2,0.0030876036000814667,0.00044811221832035937
8857,BulkFormer_127M,2_cancer,PAX9,0.0030373251772984554,0.005260281477440932
7868,BulkFormer_127M,2_cancer,MYOC,0.0030351305688215667,0.00290722894498778
4426,BulkFormer_127M,2_cancer,FLAD1,0.0030216342228432335,0.00013978191092631028
5151,BulkFormer_127M,2_cancer,GRIA1,0.0030193461981626334,0.004940154362955613
12588,BulkFormer_127M,2_cancer,TAL1,0.0029814200815993,0.0031139202296784478
10578,BulkFormer_127M,2_cancer,RILPL2,0.002948729263389067,0.002822159039133147
3165,BulkFormer_127M,2_cancer,DEPDC1B,0.0029370191229994,0.0026417849932558165
12677,BulkFormer_127M,2_cancer,TBX2,0.002935892815956667,0.00508511552281341
800,BulkFormer_127M,2_cancer,ARHGAP31,0.002935487222562,0.0028950873682728456
823,BulkFormer_127M,2_cancer,ARHGEF15,0.002929837646698033,0.002857983418663938
976,BulkFormer_127M,2_cancer,ASPA,0.0029257576266580997,0.0028244109059730703
10889,BulkFormer_127M,2_cancer,RTKN2,0.0029092359117046,0.004781987100946208
9278,BulkFormer_127M,2_cancer,PIP5K1B,0.0028724066302203,0.0001740418807887944
12142,BulkFormer_127M,2_cancer,SPN,0.0028716151489383336,0.0027107408035164805
394,BulkFormer_127M,2_cancer,AGRP,0.0028671806622859665,0.0002662774946383647
11301,BulkFormer_127M,2_cancer,SFTPD,0.0028638485552422,0.0028251945328960078
5982,BulkFormer_127M,2_cancer,IRAK3,0.002851909851333534,0.004939652761115883
3959,BulkFormer_127M,2_cancer,ERO1A,0.002830491981521133,0.004687841116366396
8087,BulkFormer_127M,2_cancer,NEGR1,0.0028202186473536665,0.004727566607600121
4853,BulkFormer_127M,2_cancer,GJB2,0.0027924316380733664,0.002832449026038775
8645,BulkFormer_127M,2_cancer,ORC6,0.0027849983373550665,0.00019139346642375754
4886,BulkFormer_127M,2_cancer,GLIPR2,0.002784003322814033,0.003495013756570136
2996,BulkFormer_127M,2_cancer,CYYR1,0.0027818803670719,0.0001448132457896627
2778,BulkFormer_127M,2_cancer,CRTAC1,0.002768304288891021,0.002707980914813182
10559,BulkFormer_127M,2_cancer,RHOJ,0.00276501624006636,0.002671883075640435
1216,BulkFormer_127M,2_cancer,BARX2,0.002740371127139133,0.0046203653638762845
2386,BulkFormer_127M,2_cancer,CLDN5,0.0027293381450390667,0.0047273523382434565
5619,BulkFormer_127M,2_cancer,HSD17B6,0.002710681617515359,0.004676700107919113
2978,BulkFormer_127M,2_cancer,CYP4B1,0.0026992293535624996,0.002733473097907606
1839,BulkFormer_127M,2_cancer,CCNB1,0.0026517957112552003,0.004593044903187254
11700,BulkFormer_127M,2_cancer,SLC39A8,0.0025904930484424997,0.0009296865385300129
10261,BulkFormer_127M,2_cancer,RAMP2,0.0024942207627547,0.0020398851203915565
11311,BulkFormer_127M,2_cancer,SGCG,0.002469827896896874,0.0032920768878491056
11092,BulkFormer_127M,2_cancer,SCUBE1,0.0024222868116981666,0.0019065950159932398
6727,BulkFormer_127M,2_cancer,LMO2,0.002403566784324567,0.004067360878700367
5441,BulkFormer_127M,2_cancer,HIGD1B,0.0023464342452222666,0.0016834224858973713
6599,BulkFormer_127M,2_cancer,LDB2,0.0023236299628302667,0.0031405339811228553
7464,BulkFormer_127M,2_cancer,MME,0.0023048428541977218,0.003949879452350342
3632,BulkFormer_127M,2_cancer,EDNRB,0.002203892146325767,0.0012842697847851704
13728,BulkFormer_127M,2_cancer,TXNIP,0.0021997925946376333,0.0038101525400261486
11249,BulkFormer_127M,2_cancer,SERPING1,0.0021903084835853,0.003597714230290863
213,BulkFormer_127M,2_cancer,ACVRL1,0.0021890450279351335,0.0035607878565602157
2595,BulkFormer_127M,2_cancer,COLEC12,0.002186747300221,0.003569617462592027
9032,BulkFormer_127M,2_cancer,PDLIM2,0.0021831340755674,0.0017496653642272797
10406,BulkFormer_127M,2_cancer,RCC1,0.0021802951447167,0.0009196345529237419
6969,BulkFormer_127M,2_cancer,LYVE1,0.0021707117343584344,0.0037199890533378644
10725,BulkFormer_127M,2_cancer,ROBO4,0.0021619541968990667,0.0031456453824029095
4303,BulkFormer_127M,2_cancer,FCER1G,0.002161903151304842,0.0037127966642662704
11738,BulkFormer_127M,2_cancer,SLC51B,0.0021557656334681,0.00345531051500431
11346,BulkFormer_127M,2_cancer,SH3BP5,0.0021544781572836002,0.003731665632212566
12434,BulkFormer_127M,2_cancer,SULT4A1,0.0021391973696728,0.0037051985316909914
8662,BulkFormer_127M,2_cancer,OSCAR,0.002139111555457967,0.0010735389051368786
4667,BulkFormer_127M,2_cancer,GALNT14,0.0021364815204259332,0.0035953581945906143
3828,BulkFormer_127M,2_cancer,EN2,0.002130155257677333,0.0034389386529048963
4451,BulkFormer_127M,2_cancer,FMO2,0.002122860067323167,0.001910905068452903
12769,BulkFormer_127M,2_cancer,TENT5B,0.0021207832228647,0.00331025632436788
5676,BulkFormer_127M,2_cancer,HYAL1,0.0021059159831723667,0.0012857807415647628
5179,BulkFormer_127M,2_cancer,GRK5,0.0020978282334074,0.0030233257629683494
7487,BulkFormer_127M,2_cancer,MMRN2,0.0020971553346926667,0.0029314479716358167
8677,BulkFormer_127M,2_cancer,OTC,0.0020869212991562833,0.0029920365814184555
8359,BulkFormer_127M,2_cancer,NPR1,0.0020827819497083668,0.003607484157982257
5972,BulkFormer_127M,2_cancer,IQGAP3,0.0020754340201708664,0.0014798197739873393
5646,BulkFormer_127M,2_cancer,HSPB8,0.0020735610228621334,0.003320039075951518
3174,BulkFormer_127M,2_cancer,DES,0.0020708235063613,0.0015855218623222792
9834,BulkFormer_127M,2_cancer,PROS1,0.0020633796858744334,0.003573878451240029
6874,BulkFormer_127M,2_cancer,LRRK2,0.002055834856466,0.0013122867766110183
4345,BulkFormer_127M,2_cancer,FGD5,0.0020540299826869,0.0017845832497745968
635,BulkFormer_127M,2_cancer,ANLN,0.0020473257523819666,0.00285224914189739
5850,BulkFormer_127M,2_cancer,IL33,0.0020375921859299507,0.003510108633352572
2531,BulkFormer_127M,2_cancer,CNTN6,0.0020313210908104668,0.0017643655553298233
1708,BulkFormer_127M,2_cancer,CCBE1,0.0020110938118407333,0.0015385311107285393
8324,BulkFormer_127M,2_cancer,NOVA2,0.0020059378432707,0.0017406760798353326
1830,BulkFormer_127M,2_cancer,CCM2L,0.0020037091047035668,0.003348609289092207
2545,BulkFormer_127M,2_cancer,COCH,0.002000408348357867,0.0034648088952407667
9325,BulkFormer_127M,2_cancer,PLA1A,0.0019910188313139333,0.0034485457746621403
4710,BulkFormer_127M,2_cancer,GATA2,0.0019884726449700667,0.0034441356505490258
14223,BulkFormer_127M,2_cancer,WIF1,0.0019748678837724666,0.0034205715129299406
1926,BulkFormer_127M,2_cancer,CD5L,0.0019695612258119,0.00151478520723427
793,BulkFormer_127M,2_cancer,ARHGAP24,0.0019665888324041,0.003406231775321457
1797,BulkFormer_127M,2_cancer,CCDC85A,0.001961833166086254,0.0030751324816759387
4437,BulkFormer_127M,2_cancer,FLRT3,0.0019617563825799,0.003397861726700915
3934,BulkFormer_127M,2_cancer,ERCC6L,0.0019601959840901666,0.0017036972774978254
11770,BulkFormer_127M,2_cancer,SLC7A11,0.0019591625986545335,0.0033933691611583248
14035,BulkFormer_127M,2_cancer,VEGFD,0.0019574396143439,0.0016952686198579044
11750,BulkFormer_127M,2_cancer,SLC5A9,0.0019487769132167333,0.003375380626308627
8218,BulkFormer_127M,2_cancer,NKAPL,0.0019432879856506576,0.0033132169404441023
2054,BulkFormer_127M,2_cancer,CDO1,0.0019389727198739334,0.0033583992653116687
4100,BulkFormer_127M,2_cancer,FAM110D,0.001938954132729046,0.0033235392056727977
9768,BulkFormer_127M,2_cancer,PRG4,0.0019332583916359999,0.0033485017584724422
9376,BulkFormer_127M,2_cancer,PLCXD3,0.0019179952918622,0.0033220652941832285
12317,BulkFormer_127M,2_cancer,STARD8,0.0019174721893877667,0.0016651631613157532
13331,BulkFormer_127M,2_cancer,TOP2A,0.0019133596984315683,0.0016232071365140325
7468,BulkFormer_127M,2_cancer,MMP12,0.0019081805393887333,0.0033050656442354717
13307,BulkFormer_127M,2_cancer,TNS1,0.00190660803147586,0.0032567171999460147
8197,BulkFormer_127M,2_cancer,NINJ2,0.0018999706552797,0.0032908457078343733
3420,BulkFormer_127M,2_cancer,DOK2,0.0018978148285408332,0.0016453504910650424
4055,BulkFormer_127M,2_cancer,EZH2,0.0018970657375213,0.0014763516770208655
14046,BulkFormer_127M,2_cancer,VIM,0.0018955290119613668,0.00303470569847488
7031,BulkFormer_127M,2_cancer,MAMDC2,0.0018948358785329132,0.0032718565351568885
4374,BulkFormer_127M,2_cancer,FGFR4,0.0018928667457489001,0.0031897618109175798
13053,BulkFormer_127M,2_cancer,TMEM132A,0.0018849194953134668,0.0016380964027406094
2397,BulkFormer_127M,2_cancer,CLEC1A,0.001884754507988282,0.003216736977320935
12838,BulkFormer_127M,2_cancer,TGFBR2,0.0018845807265096333,0.0014969193460678833
9915,BulkFormer_127M,2_cancer,PRX,0.0018670153128006,0.0016180757989634168
2219,BulkFormer_127M,2_cancer,CHAF1B,0.0018655503218458,0.001618955842595806
8727,BulkFormer_127M,2_cancer,P2RY13,0.0018640110008905668,0.0032285617594097773
7094,BulkFormer_127M,2_cancer,MAP7D2,0.0018592381152481834,0.0031505677215703607
9340,BulkFormer_127M,2_cancer,PLA2G4F,0.0018543909399137335,0.0016077937577246568
14107,BulkFormer_127M,2_cancer,VSIR,0.0018455677692570001,0.0016001083820390038
4058,BulkFormer_127M,2_cancer,F11,0.0018452532296519997,0.0016058294377195683
8726,BulkFormer_127M,2_cancer,P2RY12,0.0018433634470780003,0.0016069538071660197
12805,BulkFormer_127M,2_cancer,TFAP2A,0.0018323603046398,0.0016367285004014183
12310,BulkFormer_127M,2_cancer,STARD13,0.0018273957092392668,0.0015897854288430624
7486,BulkFormer_127M,2_cancer,MMRN1,0.0018215752359061,0.0015886973997328265
4828,BulkFormer_127M,2_cancer,GIMAP1,0.0018208120484404999,0.00315373897893251
7350,BulkFormer_127M,2_cancer,MFNG,0.0018194819048599,0.001575722392909297
8277,BulkFormer_127M,2_cancer,NMUR1,0.0018095012026310001,0.0015677750320089831
10318,BulkFormer_127M,2_cancer,RASL12,0.0017856411083912666,0.0030928211238172784
88,BulkFormer_127M,2_cancer,ABI3BP,0.0017752433556934334,0.001537518550652171
7318,BulkFormer_127M,2_cancer,METTL1,0.0017689398784976,0.0030638937450925595
11003,BulkFormer_127M,2_cancer,SASH1,0.0017383075244220998,0.001508519713308475
13864,BulkFormer_127M,2_cancer,UHRF1,0.0017376912636544,0.0015050155762995551
11521,BulkFormer_127M,2_cancer,SLC19A3,0.0017243065363428001,0.001493521577112237
1971,BulkFormer_127M,2_cancer,CDC45,0.0017062009667032335,0.0014777621234019318
1673,BulkFormer_127M,2_cancer,CAVIN1,0.0016737907111565667,0.0014531422409074966
9315,BulkFormer_127M,2_cancer,PKMYT1,0.0016478691519616999,0.0014297851081409658
4442,BulkFormer_127M,2_cancer,FLVCR2,0.0016295168788189,0.001420693976054778
5608,BulkFormer_127M,2_cancer,HSD11B1,0.0015860605809765,0.00274713751013351
8554,BulkFormer_127M,2_cancer,NXPH4,0.0015208325752327334,0.002634159290108911
7134,BulkFormer_127M,2_cancer,MARCO,0.0015154411899719333,0.00239200795074321
5272,BulkFormer_127M,2_cancer,GYPC,0.0015077843547774484,0.0017025273494104397
836,BulkFormer_127M,2_cancer,ARHGEF39,0.0014563233237569334,0.0018449518465878418
9502,BulkFormer_127M,2_cancer,PNPLA6,0.0014253772615619312,0.0016051131592708535
12334,BulkFormer_127M,2_cancer,STIL,0.0013026479159561333,0.0016898008286782933
324,BulkFormer_127M,2_cancer,ADM2,0.0012660734737921402,0.002171678530665507
745,BulkFormer_127M,2_cancer,AQP1,0.0011912687844272,0.0020633380600987264
8806,BulkFormer_127M,2_cancer,PAPSS2,0.0011882733925706998,0.0019274787208577936
6423,BulkFormer_127M,2_cancer,KLK4,0.0011803853360662943,0.0020439859835502104
11440,BulkFormer_127M,2_cancer,SIX2,0.0011755373555687,0.0017219543574763783
11174,BulkFormer_127M,2_cancer,SELP,0.0011564344571209334,0.0015824401985323018
8079,BulkFormer_127M,2_cancer,NECTIN4,0.0011561642446954014,0.0016332968211699675
7481,BulkFormer_127M,2_cancer,MMP28,0.0011541854322120334,0.0019991078099470864
3906,BulkFormer_127M,2_cancer,EPN3,0.0011533961359150456,0.0019282918096975256
4835,BulkFormer_127M,2_cancer,GINS1,0.0011526395779164385,0.0017765478552446768
2094,BulkFormer_127M,2_cancer,CENPA,0.0011496101407842323,0.0017973985356644542
964,BulkFormer_127M,2_cancer,ASGR1,0.0011484899785044,0.0019892429947533084
5007,BulkFormer_127M,2_cancer,GPA33,0.0011390989166314665,0.0014979795144941515
2660,BulkFormer_127M,2_cancer,COX4I2,0.0011353951930591522,0.0018963502780226513
13391,BulkFormer_127M,2_cancer,TRAF4,0.0011275094817197,0.0015268034007458995
14159,BulkFormer_127M,2_cancer,WDR12,0.0011253502182987667,0.0019491637544021914
4390,BulkFormer_127M,2_cancer,FHL5,0.0011239338954113665,0.0016477336666510802
1954,BulkFormer_127M,2_cancer,CDC25C,0.0011236234957383,0.001476743485432748
1979,BulkFormer_127M,2_cancer,CDCA7,0.0011234064667106334,0.0019457970778942516
11302,BulkFormer_127M,2_cancer,SFXN1,0.0011204656037262205,0.0015231536265522183
13432,BulkFormer_127M,2_cancer,TRHDE,0.0011196340265930665,0.0015035042947067132
11721,BulkFormer_127M,2_cancer,SLC46A2,0.0011165457678223,0.0015286927417597388
8276,BulkFormer_127M,2_cancer,NMU,0.0011144986172957501,0.0019137243711946819
14117,BulkFormer_127M,2_cancer,VTCN1,0.0011048552748243,0.0019136654710061626
1835,BulkFormer_127M,2_cancer,CCN5,0.0011040197370443853,0.0018873386632039563
13239,BulkFormer_127M,2_cancer,TMPRSS4,0.0010999737496839976,0.001563058335332297
13276,BulkFormer_127M,2_cancer,TNFSF13,0.0010977624514299335,0.0013621619281364884
13296,BulkFormer_127M,2_cancer,TNNT1,0.001096291587377326,0.0018641224489320688
4652,BulkFormer_127M,2_cancer,GAL,0.0010861807729058302,0.0018789228273079232
10029,BulkFormer_127M,2_cancer,PTHLH,0.0010809107334849666,0.0014887622955739566
2276,BulkFormer_127M,2_cancer,CHRM2,0.0010797891699182334,0.0014573924826274407
13091,BulkFormer_127M,2_cancer,TMEM177,0.0010785028980075531,0.0015296389692127546
9436,BulkFormer_127M,2_cancer,PLPP3,0.0010762694588454334,0.0018641533853549514
6830,BulkFormer_127M,2_cancer,LRRC36,0.0010742310413062474,0.0018338611714721874
3669,BulkFormer_127M,2_cancer,EFNA4,0.0010723700297327666,0.0010709575272314434
11618,BulkFormer_127M,2_cancer,SLC2A1,0.0010689442824677333,0.0018514658076943715
465,BulkFormer_127M,2_cancer,ALDH18A1,0.0010660343432621667,0.0014720990725719967
5694,BulkFormer_127M,2_cancer,ICAM2,0.0010640565601826,0.0018430000243632339
12549,BulkFormer_127M,2_cancer,TACC1,0.0010573405362023158,0.0015383857586954517
9599,BulkFormer_127M,2_cancer,POU4F1,0.0010536860771261,0.001825037820810344
14538,BulkFormer_127M,2_cancer,ZMYND19,0.0010536698032474,0.0018250096336255993
7467,BulkFormer_127M,2_cancer,MMP11,0.0010443629663593333,0.0014177882783290054
10298,BulkFormer_127M,2_cancer,RASAL1,0.0010389665889828333,0.0014557924656355492
1976,BulkFormer_127M,2_cancer,CDCA3,0.0010380625340720001,0.001797977050446403
12332,BulkFormer_127M,2_cancer,STEAP4,0.0010364267540486666,0.0015432254593331373
10050,BulkFormer_127M,2_cancer,PTPN21,0.0010352285805141333,0.001793068498897887
6102,BulkFormer_127M,2_cancer,JDP2,0.0010336472256286203,0.0017550253997727597
8247,BulkFormer_127M,2_cancer,NLRC4,0.0010306031254241333,0.001482420092988177
9123,BulkFormer_127M,2_cancer,PGC,0.001028700070689893,0.001755471556170199
2282,BulkFormer_127M,2_cancer,CHRNA2,0.001026757852056778,0.0014803990631565187
5028,BulkFormer_127M,2_cancer,GPC5,0.0010260412437722588,0.0016514557920684178
10312,BulkFormer_127M,2_cancer,RASGRP4,0.0010238229902627333,0.0016565033202959392
11257,BulkFormer_127M,2_cancer,SERTM1,0.0010236692699725667,0.0014810526304047987
6222,BulkFormer_127M,2_cancer,KCNK3,0.0010119875829129332,0.0017528139102340225
7878,BulkFormer_127M,2_cancer,MYOZ1,0.0010114884020858332,0.0017519493036793209
14580,BulkFormer_127M,2_cancer,ZYG11A,0.0010109075673305665,0.0016622346281151956
5644,BulkFormer_127M,2_cancer,HSPB6,0.001008615849243409,0.0016771363944561412
6329,BulkFormer_127M,2_cancer,KIF2C,0.0010065254252131335,0.0015004578901724266
5592,BulkFormer_127M,2_cancer,HROB,0.001005058973285616,0.0016654514127933887
926,BulkFormer_127M,2_cancer,ART4,0.0010034919725571332,0.0016392947593445839
6313,BulkFormer_127M,2_cancer,KIF18B,0.0009942546517721748,0.0015721200068296143
5571,BulkFormer_127M,2_cancer,HPGD,0.0009930805166345,0.00160823964799834
336,BulkFormer_127M,2_cancer,ADRA1A,0.0009929210563751666,0.001428699060124107
13164,BulkFormer_127M,2_cancer,TMEM273,0.0009912281978154,0.001392098818507233
7709,BulkFormer_127M,2_cancer,MSX2,0.0009903707257407667,0.00171537241531187
9146,BulkFormer_127M,2_cancer,PHACTR1,0.0009899944095336,0.0014802803098502072
8728,BulkFormer_127M,2_cancer,P2RY14,0.0009888105966475,0.001712670192455966
7423,BulkFormer_127M,2_cancer,MIS18A,0.0009858547923831,0.001456732140463655
8317,BulkFormer_127M,2_cancer,NOSTRIN,0.0009829958875336,0.001702598820839457
1972,BulkFormer_127M,2_cancer,CDC6,0.0009817757109410333,0.0017004854129869253
14243,BulkFormer_127M,2_cancer,WNT3A,0.0009777439947903,0.0015078041415265673
8553,BulkFormer_127M,2_cancer,NXPH3,0.000974428201925,0.0014624624660493528
12209,BulkFormer_127M,2_cancer,SRGN,0.0009730767986300667,0.0016854184548937448
1728,BulkFormer_127M,2_cancer,CCDC141,0.0009725939272124999,0.0016845820970649965
