token_id,gene_symbol
4116,ENTHD1
4117,ENTPD1
4118,ENTPD2
4119,ENTPD3
4120,ENTPD5
4121,ENTPD6
4122,ENTPD7
4123,ENTPD8
4124,ENTR1
4125,ENY2
4126,EOGT
4127,EOMES
4128,EP300
4129,EP400
4130,EPAS1
4131,EPB41
4132,EPB41L1
4133,EPB41L2
4134,EPB41L3
4135,EPB41L4A
4136,EPB41L4B
4137,EPB41L5
4138,EPB42
4139,EPC1
4140,EPC2
4141,EPCAM
4142,EPDR1
4143,EPG5
4144,EPGN
4145,EPHA1
4146,EPHA10
4147,EPHA2
4148,EPHA3
4149,EPHA4
4150,EPHA5
4151,EPHA6
4152,EPHA7
4153,EPHA8
4154,EPHB1
4155,EPHB2
4156,EPHB3
4157,EPHB4
4158,EPHB6
4159,EPHX1
4160,EPHX2
4161,EPHX3
4162,EPHX4
4163,EPM2A
4164,EPM2AIP1
4165,EPN1
4166,EPN2
4167,EPN3
4168,EPO
4169,EPOP
4170,EPOR
4171,EPPK1
4172,EPRS1
4173,EPS15
4174,EPS15L1
4175,EPS8
4176,EPS8L1
4177,EPS8L2
4178,EPS8L3
4179,EPSTI1
4180,EPX
4181,EPYC
4182,EQTN
4183,ERAL1
4184,ERAP1
4185,ERAS
4186,ERBB2
4187,ERBB3
4188,ERBB4
4189,ERBIN
4190,ERC1
4191,ERC2
4192,ERCC1
4193,ERCC2
4194,ERCC3
4195,ERCC4
4196,ERCC5
4197,ERCC6
4198,ERCC6L
4199,ERCC6L2
4200,ERCC8
4201,EREG
4202,ERF
4203,ERFE
4204,ERFL
4205,ERG
4206,ERG28
4207,ERGIC1
4208,ERGIC2
4209,ERGIC3
4210,ERH
4211,ERI1
4212,ERI2
4213,ERI3
4214,ERICH1
4215,ERICH2
4216,ERICH3
4217,ERICH4
4218,ERICH5
4219,ERICH6
4220,ERICH6B
4221,ERLEC1
4222,ERLIN1
4223,ERLIN2
4224,ERMAP
4225,ERMN
4226,ERMP1
4227,ERN1
4228,ERN2
4229,ERO1A
4230,ERO1B
4231,ERP27
4232,ERP29
4233,ERP44
4234,ERRFI1
4235,ESAM
4236,ESCO1
4237,ESCO2
4238,ESD
4239,ESF1
4240,ESM1
4241,ESPL1
4242,ESPN
4243,ESPNL
4244,ESR1
4245,ESR2
4246,ESRP1
4247,ESRP2
4248,ESRRA
4249,ESRRB
4250,ESRRG
4251,ESS2
4252,ESX1
4253,ESYT1
4254,ESYT2
4255,ESYT3
4256,ETAA1
4257,ETF1
4258,ETFA
4259,ETFB
4260,ETFBKMT
4261,ETFDH
4262,ETFRF1
4263,ETHE1
4264,ETNK1
4265,ETNK2
4266,ETNPPL
4267,ETS1
4268,ETS2
4269,ETV1
4270,ETV2
4271,ETV3
4272,ETV3L
4273,ETV4
4274,ETV5
4275,ETV6
4276,EVA1A
4277,EVA1B
4278,EVA1C
4279,EVC
4280,EVC2
4281,EVI2A
4282,EVI5
4283,EVI5L
4284,EVL
4285,EVPL
4286,EVX1
4287,EVX2
4288,EWSR1
4289,EXD1
4290,EXD2
4291,EXO1
4292,EXO5
4293,EXOC1
4294,EXOC1L
4295,EXOC2
4296,EXOC3
4297,EXOC3L2
4298,EXOC3L4
4299,EXOC4
4300,EXOC5
4301,EXOC6
4302,EXOC6B
4303,EXOC7
4304,EXOC8
4305,EXOG
4306,EXOSC1
4307,EXOSC10
4308,EXOSC2
4309,EXOSC3
4310,EXOSC4
4311,EXOSC5
4312,EXOSC6
4313,EXOSC7
4314,EXOSC8
4315,EXOSC9
4316,EXPH5
4317,EXT1
4318,EXT2
4319,EXTL1
4320,EXTL2
4321,EXTL3
4322,EYA1
4323,EYA2
4324,EYA3
4325,EYA4
4326,EZH1
4327,EZH2
4328,EZHIP
4329,EZR
4330,F10
4331,F11
4332,F11R
4333,F12
4334,F13A1
4335,F13B
4336,F2
4337,F2R
4338,F2RL1
4339,F2RL2
4340,F2RL3
4341,F3
4342,F5
4343,F7
4344,F8
4345,F9
4346,FA2H
4347,FAAH
4348,FAAP100
4349,FAAP20
4350,FAAP24
4351,FABP1
4352,FABP12
4353,FABP2
4354,FABP3
4355,FABP4
4356,FABP6
4357,FABP7
4358,FABP9
4359,FADD
4360,FADS1
4361,FADS2
4362,FADS2B
4363,FADS3
4364,FADS6
4365,FAF1
4366,FAF2
4367,FAH
4368,FAHD1
4369,FAIM2
4370,FAM107A
4371,FAM107B
4372,FAM110A
4373,FAM110B
4374,FAM110C
4375,FAM110D
4376,FAM111A
4377,FAM114A1
4378,FAM114A2
4379,FAM117A
4380,FAM117B
4381,FAM120A
4382,FAM120B
4383,FAM120C
4384,FAM124A
4385,FAM124B
4386,FAM131A
4387,FAM131B
4388,FAM131C
4389,FAM135A
4390,FAM135B
4391,FAM13A
4392,FAM13B
4393,FAM13C
4394,FAM149A
4395,FAM151A
4396,FAM151B
4397,FAM161A
4398,FAM161B
4399,FAM162A
4400,FAM162B
4401,FAM163A
4402,FAM163B
4403,FAM167A
4404,FAM167B
4405,FAM168A
4406,FAM168B
4407,FAM169A
4408,FAM170A
4409,FAM170B
4410,FAM171A1
4411,FAM171A2
4412,FAM171B
4413,FAM174A
4414,FAM174B
4415,FAM174C
4416,FAM178B
4417,FAM180A
4418,FAM181A
4419,FAM181B
4420,FAM184A
4421,FAM184B
4422,FAM185A
4423,FAM186A
4424,FAM186B
4425,FAM187A
4426,FAM187B
4427,FAM193A
4428,FAM193B
4429,FAM199X
4430,FAM204A
4431,FAM20A
4432,FAM20B
4433,FAM20C
4434,FAM216A
4435,FAM216B
4436,FAM217A
4437,FAM217B
4438,FAM219A
4439,FAM219B
4440,FAM221A
4441,FAM221B
4442,FAM222A
4443,FAM222B
4444,FAM227A
4445,FAM227B
4446,FAM228A
4447,FAM228B
4448,FAM229A
4449,FAM229B
4450,FAM234A
4451,FAM234B
4452,FAM237A
4453,FAM237B
4454,FAM240A
4455,FAM240B
4456,FAM241A
4457,FAM241B
4458,FAM32A
4459,FAM3A
4460,FAM3B
4461,FAM3C
4462,FAM3D
4463,FAM43A
4464,FAM43B
4465,FAM50A
4466,FAM50B
4467,FAM53A
4468,FAM53B
4469,FAM53C
4470,FAM76A
4471,FAM76B
4472,FAM78A
4473,FAM78B
4474,FAM81A
4475,FAM81B
4476,FAM89A
4477,FAM89B
4478,FAM8A1
4479,FAM91A1
4480,FAM98A
4481,FAM98B
4482,FAM98C
4483,FAN1
4484,FANCA
4485,FANCB
4486,FANCC
4487,FANCD2
4488,FANCD2OS
4489,FANCE
4490,FANCF
4491,FANCG
4492,FANCI
4493,FANCL
4494,FANCM
4495,FANK1
4496,FAP
4497,FAR1
4498,FAR2
4499,FARP1
4500,FARP2
4501,FARS2
4502,FARSA
4503,FARSB
4504,FAS
4505,FASN
4506,FASTK
4507,FASTKD1
4508,FASTKD2
4509,FASTKD3
4510,FASTKD5
4511,FAT1
4512,FAT2
4513,FAT3
4514,FAT4
4515,FATE1
4516,FAU
4517,FAXC
4518,FAXDC2
4519,FBF1
4520,FBH1
4521,FBL
4522,FBLIM1
4523,FBLL1
4524,FBLN1
4525,FBLN2
4526,FBLN5
4527,FBLN7
4528,FBN1
4529,FBN2
4530,FBP1
4531,FBP2
4532,FBRS
4533,FBRSL1
4534,FBXL12
4535,FBXL13
4536,FBXL14
4537,FBXL15
4538,FBXL16
4539,FBXL17
4540,FBXL18
4541,FBXL19
4542,FBXL2
4543,FBXL20
4544,FBXL22
4545,FBXL3
4546,FBXL4
4547,FBXL5
4548,FBXL6
4549,FBXL7
4550,FBXL8
4551,FBXO10
4552,FBXO11
4553,FBXO15
4554,FBXO16
4555,FBXO17
4556,FBXO2
4557,FBXO21
4558,FBXO22
4559,FBXO24
4560,FBXO25
4561,FBXO27
4562,FBXO28
4563,FBXO3
4564,FBXO30
4565,FBXO31
4566,FBXO32
4567,FBXO33
4568,FBXO34
4569,FBXO36
4570,FBXO38
4571,FBXO39
4572,FBXO4
4573,FBXO40
4574,FBXO41
4575,FBXO42
4576,FBXO43
4577,FBXO44
4578,FBXO45
4579,FBXO46
4580,FBXO47
4581,FBXO48
4582,FBXO5
4583,FBXO6
4584,FBXO7
4585,FBXO8
4586,FBXO9
4587,FBXW11
4588,FBXW2
4589,FBXW4
4590,FBXW5
4591,FBXW7
4592,FBXW8
4593,FBXW9
4594,FCAMR
4595,FCER1A
4596,FCER1G
4597,FCF1
4598,FCGRT
4599,FCHO1
4600,FCHO2
4601,FCHSD1
4602,FCHSD2
4603,FCMR
4604,FCRL6
4605,FCRLA
4606,FCRLB
4607,FCSK
4608,FDFT1
4609,FDPS
4610,FDX1
4611,FDX2
4612,FDXACB1
4613,FDXR
4614,FECH
4615,FEM1A
4616,FEM1B
4617,FEM1C
4618,FEN1
4619,FENDRR
4620,FER
4621,FER1L4
4622,FER1L5
4623,FER1L6
4624,FERD3L
4625,FERMT1
4626,FERMT2
4627,FERMT3
4628,FES
4629,FETUB
4630,FEV
4631,FEZ1
4632,FEZ2
4633,FEZF1
4634,FEZF2
4635,FFAR1
4636,FFAR2
4637,FFAR4
4638,FGA
4639,FGB
4640,FGD1
4641,FGD2
4642,FGD3
4643,FGD4
4644,FGD5
4645,FGD6
4646,FGF1
4647,FGF10
4648,FGF11
4649,FGF12
4650,FGF13
4651,FGF14
4652,FGF16
4653,FGF17
4654,FGF18
4655,FGF2
4656,FGF20
4657,FGF21
4658,FGF22
4659,FGF23
4660,FGF3
4661,FGF4
4662,FGF5
4663,FGF6
4664,FGF7
4665,FGF8
4666,FGF9
4667,FGFBP1
4668,FGFBP3
4669,FGFR1
4670,FGFR1OP2
4671,FGFR2
4672,FGFR3
4673,FGFR4
4674,FGFRL1
4675,FGG
4676,FGGY
4677,FGL1
4678,FGL2
4679,FGR
4680,FHAD1
4681,FHDC1
4682,FHIP1A
4683,FHIP1B
4684,FHIP2A
4685,FHIP2B
4686,FHIT
4687,FHL1
4688,FHL2
4689,FHL3
4690,FHL5
4691,FHOD1
4692,FHOD3
4693,FIBCD1
4694,FIBIN
4695,FIBP
4696,FICD
4697,FIG4
4698,FIGLA
4699,FIGN
4700,FIGNL1
4701,FIGNL2
4702,FILIP1
4703,FILIP1L
4704,FIP1L1
4705,FIRRE
4706,FIS1
4707,FITM1
4708,FITM2
4709,FIZ1
4710,FJX1
4711,FKBP10
4712,FKBP11
4713,FKBP14
4714,FKBP15
4715,FKBP1B
4716,FKBP2
4717,FKBP3
4718,FKBP4
4719,FKBP5
4720,FKBP6
4721,FKBP7
4722,FKBP8
4723,FKBP9
4724,FKBPL
4725,FKRP
4726,FKTN
4727,FLACC1
4728,FLAD1
4729,FLCN
4730,FLG2
4731,FLI1
4732,FLII
4733,FLNA
4734,FLNB
4735,FLNC
4736,FLOT1
4737,FLOT2
4738,FLRT1
4739,FLRT2
4740,FLRT3
4741,FLT1
4742,FLT3
4743,FLT4
4744,FLVCR1
4745,FLVCR2
4746,FLYWCH1
4747,FLYWCH2
4748,FMN1
4749,FMN2
4750,FMNL1
4751,FMNL2
4752,FMNL3
4753,FMO1
4754,FMO2
4755,FMO3
4756,FMO4
4757,FMO5
4758,FMOD
4759,FMR1
4760,FMR1NB
4761,FN1
4762,FN3K
4763,FN3KRP
4764,FNBP1
4765,FNBP1L
4766,FNBP4
4767,FNDC1
4768,FNDC10
4769,FNDC11
4770,FNDC3A
4771,FNDC3B
4772,FNDC4
4773,FNDC5
4774,FNDC7
4775,FNDC8
4776,FNDC9
4777,FNIP1
4778,FNIP2
4779,FNTA
4780,FOCAD
4781,FOLR1
4782,FOS
4783,FOSB
4784,FOSL1
4785,FOSL2
4786,FOXA1
4787,FOXA2
4788,FOXA3
4789,FOXB1
4790,FOXB2
4791,FOXC1
4792,FOXC2
4793,FOXD1
4794,FOXD2
4795,FOXD3
4796,FOXE1
4797,FOXE3
4798,FOXF1
4799,FOXF2
4800,FOXG1
4801,FOXH1
4802,FOXI1
4803,FOXI2
4804,FOXI3
4805,FOXJ1
4806,FOXJ2
4807,FOXJ3
4808,FOXK1
4809,FOXK2
4810,FOXL1
4811,FOXL2
4812,FOXL3
4813,FOXM1
4814,FOXN1
4815,FOXN2
4816,FOXN3
4817,FOXN4
4818,FOXO1
4819,FOXO3
4820,FOXO4
4821,FOXO6
4822,FOXP1
4823,FOXP2
4824,FOXP3
4825,FOXP4
4826,FOXQ1
4827,FOXR1
4828,FOXR2
4829,FOXRED1
4830,FOXRED2
4831,FOXS1
4832,FPGS
4833,FPGT
4834,FPR1
4835,FPR2
4836,FRA10AC1
4837,FRAS1
4838,FRAT2
4839,FREM1
4840,FREM2
4841,FREM3
4842,FRG1
4843,FRK
4844,FRMD3
4845,FRMD4A
4846,FRMD4B
4847,FRMD5
4848,FRMD6
4849,FRMD7
4850,FRMPD1
4851,FRMPD3
4852,FRMPD4
4853,FRRS1
4854,FRRS1L
4855,FRS2
4856,FRS3
4857,FRY
4858,FRYL
4859,FRZB
4860,FSBP
4861,FSCB
4862,FSCN1
4863,FSCN2
4864,FSCN3
4865,FSD1
4866,FSD1L
4867,FSD2
4868,FSHB
4869,FSHR
4870,FSIP1
4871,FSIP2
4872,FST
4873,FSTL1
4874,FSTL3
4875,FSTL4
4876,FSTL5
4877,FTCD
4878,FTH1
4879,FTMT
4880,FTO
4881,FTSJ1
4882,FTSJ3
4883,FTX
4884,FUBP1
4885,FUBP3
4886,FUCA1
4887,FUCA2
4888,FUNDC1
4889,FUNDC2
4890,FUOM
4891,FURIN
4892,FUS
4893,FUT1
4894,FUT2
4895,FUT4
4896,FUT7
4897,FUT8
4898,FUT9
4899,FUZ
4900,FXN
4901,FXR1
4902,FXR2
4903,FXYD1
4904,FXYD2
4905,FXYD3
4906,FXYD4
4907,FXYD5
4908,FXYD7
4909,FYB1
4910,FYB2
4911,FYCO1
4912,FYN
4913,FYTTD1
4914,FZD1
4915,FZD10
4916,FZD2
4917,FZD3
4918,FZD4
4919,FZD5
4920,FZD6
4921,FZD7
4922,FZD8
4923,FZD9
4924,FZR1
4925,G0S2
4926,G2E3
4927,G3BP1
4928,G3BP2
4929,G6PC1
4930,G6PC2
4931,G6PC3
4932,GAA
4933,GAB1
4934,GAB3
4935,GABARAP
4936,GABARAPL2
4937,GABBR1
4938,GABBR2
4939,GABPA
4940,GABPB1
4941,GABPB2
4942,GABRA1
4943,GABRA2
4944,GABRA3
4945,GABRA4
4946,GABRA5
4947,GABRA6
4948,GABRB1
4949,GABRB2
4950,GABRB3
4951,GABRD
4952,GABRE
4953,GABRG1
4954,GABRG2
4955,GABRG3
4956,GABRP
4957,GABRQ
4958,GABRR1
4959,GABRR2
4960,GABRR3
4961,GAD1
4962,GAD2
4963,GADD45A
4964,GADD45B
4965,GADD45G
4966,GADD45GIP1
4967,GADL1
4968,GAK
4969,GAL
4970,GAL3ST1
4971,GAL3ST3
4972,GAL3ST4
4973,GALC
4974,GALE
4975,GALK1
4976,GALK2
4977,GALM
4978,GALNS
4979,GALNT1
4980,GALNT10
4981,GALNT11
4982,GALNT12
4983,GALNT13
4984,GALNT14
4985,GALNT15
4986,GALNT16
4987,GALNT17
4988,GALNT18
4989,GALNT2
4990,GALNT3
4991,GALNT5
4992,GALNT6
4993,GALNT7
4994,GALNT9
4995,GALNTL5
4996,GALNTL6
4997,GALP
4998,GALR1
4999,GALR2
5000,GALR3
5001,GALT
5002,GAMT
5003,GAN
5004,GANAB
5005,GANC
5006,GAP43
5007,GAPDH
5008,GAPDHS
5009,GAPT
5010,GAPVD1
5011,GAR1
5012,GAREM1
5013,GAREM2
5014,GARIN1A
5015,GARIN1B
5016,GARIN2
5017,GARIN3
5018,GARIN4
5019,GARIN5A
5020,GARIN5B
5021,GARNL3
5022,GARRE1
5023,GARS1
5024,GART
5025,GAS1
5026,GAS2
5027,GAS2L1
5028,GAS2L2
5029,GAS2L3
5030,GAS5
5031,GAS6
5032,GAS7
5033,GASK1A
5034,GASK1B
5035,GAST
5036,GATA1
5037,GATA2
5038,GATA3
5039,GATA4
5040,GATA5
5041,GATA6
5042,GATAD1
5043,GATAD2A
5044,GATAD2B
5045,GATB
5046,GATC
5047,GATD1
5048,GATM
5049,GBA2
5050,GBE1
5051,GBF1
5052,GBGT1
5053,GBP5
5054,GBX1
5055,GBX2
5056,GC
5057,GCA
5058,GCAT
5059,GCC1
5060,GCC2
5061,GCDH
5062,GCFC2
5063,GCG
5064,GCGR
5065,GCH1
5066,GCHFR
5067,GCK
5068,GCKR
5069,GCLC
5070,GCLM
5071,GCM1
5072,GCM2
5073,GCN1
5074,GCNT1
5075,GCNT2
5076,GCNT3
5077,GCNT4
5078,GCNT7
5079,GCSAM
5080,GCSH
5081,GDA
5082,GDAP1
5083,GDAP1L1
5084,GDAP2
5085,GDE1
5086,GDF1
5087,GDF10
5088,GDF11
5089,GDF15
5090,GDF2
5091,GDF3
5092,GDF5
5093,GDF6
5094,GDF7
5095,GDF9
5096,GDI1
5097,GDI2
5098,GDNF
5099,GDPD1
5100,GDPD2
5101,GDPD3
5102,GDPD4
5103,GDPD5
5104,GDPGP1
5105,GEM
5106,GEMIN2
5107,GEMIN4
5108,GEMIN5
5109,GEMIN6
5110,GEMIN7
5111,GEMIN8
5112,GEN1
5113,GET1
5114,GET3
5115,GET4
5116,GFAP
5117,GFER
5118,GFI1
5119,GFI1B
5120,GFM1
5121,GFM2
5122,GFOD1
5123,GFOD2
5124,GFPT1
5125,GFPT2
5126,GFRA1
5127,GFRA2
5128,GFRA3
5129,GFRA4
5130,GFRAL
5131,GFUS
5132,GFY
5133,GGA1
5134,GGA2
5135,GGA3
5136,GGACT
5137,GGCT
5138,GGCX
5139,GGH
5140,GGN
5141,GGNBP1
5142,GGNBP2
5143,GGPS1
5144,GGT5
5145,GGT6
5146,GGT7
5147,GGTA1
5148,GHDC
5149,GHITM
5150,GHR
5151,GHRH
5152,GHRHR
5153,GHRL
5154,GHSR
5155,GID4
5156,GID8
5157,GIGYF1
5158,GIGYF2
5159,GIMAP1
5160,GIMAP4
5161,GIMAP5
5162,GIMAP6
5163,GIMAP7
5164,GIMAP8
5165,GIMD1
5166,GIN1
5167,GINM1
5168,GINS1
5169,GINS2
5170,GINS3
5171,GINS4
5172,GIP
5173,GIPC1
5174,GIPC2
5175,GIPC3
5176,GIPR
5177,GIT1
5178,GIT2
5179,GJA1
5180,GJA10
5181,GJA3
5182,GJA4
5183,GJA5
5184,GJA8
5185,GJB1
5186,GJB2
5187,GJB3
5188,GJB4
5189,GJB5
5190,GJB6
5191,GJC1
5192,GJC2
5193,GJC3
5194,GJD2
5195,GJD3
5196,GJD4
5197,GJE1
5198,GK2
5199,GK5
5200,GKAP1
5201,GKN1
5202,GKN2
5203,GLA
5204,GLB1
5205,GLB1L
5206,GLB1L2
5207,GLB1L3
5208,GLCCI1
5209,GLCE
5210,GLDC
5211,GLDN
5212,GLE1
5213,GLG1
5214,GLI1
5215,GLI2
5216,GLI3
5217,GLIPR1
5218,GLIPR1L1
5219,GLIPR1L2
5220,GLIPR2
5221,GLIS1
5222,GLIS2
5223,GLIS3
5224,GLMN
5225,GLMP
5226,GLO1
5227,GLOD4
5228,GLOD5
5229,GLP1R
5230,GLP2R
5231,GLRA1
5232,GLRA2
5233,GLRA3
5234,GLRA4
5235,GLRB
5236,GLRX
5237,GLRX2
5238,GLRX3
5239,GLRX5
5240,GLS
5241,GLS2
5242,GLT1D1
5243,GLT6D1
5244,GLT8D1
5245,GLT8D2
5246,GLTP
5247,GLTPD2
5248,GLUL
5249,GLYAT
5250,GLYATL3
5251,GLYCAM1
5252,GLYCTK
5253,GLYR1
5254,GM2A
5255,GMDS
5256,GMEB1
5257,GMEB2
5258,GMFB
5259,GMFG
5260,GMIP
5261,GMNC
5262,GMNN
5263,GMPPA
5264,GMPPB
5265,GMPR
5266,GMPR2
5267,GMPS
5268,GNA11
5269,GNA12
5270,GNA13
5271,GNA14
5272,GNA15
5273,GNAI1
5274,GNAI2
5275,GNAI3
5276,GNAL
5277,GNAO1
5278,GNAQ
5279,GNAS
5280,GNAT1
5281,GNAT2
5282,GNAT3
5283,GNAZ
5284,GNB1
5285,GNB1L
5286,GNB2
5287,GNB3
5288,GNB4
5289,GNB5
5290,GNE
5291,GNG10
5292,GNG11
5293,GNG12
5294,GNG13
5295,GNG14
5296,GNG2
5297,GNG3
5298,GNG4
5299,GNG7
5300,GNG8
5301,GNGT1
5302,GNGT2
5303,GNL1
5304,GNL2
5305,GNL3
5306,GNL3L
5307,GNMT
5308,GNPAT
5309,GNPDA1
5310,GNPDA2
5311,GNPNAT1
5312,GNPTAB
5313,GNPTG
5314,GNRH1
5315,GNRHR
5316,GNS
5317,GOLGA1
5318,GOLGA2
5319,GOLGA3
5320,GOLGA4
5321,GOLGA5
5322,GOLGA7
5323,GOLGA7B
5324,GOLGB1
5325,GOLIM4
5326,GOLM1
5327,GOLM2
5328,GOLPH3
5329,GOLPH3L
5330,GOLT1A
5331,GOLT1B
5332,GON7
5333,GOPC
5334,GORAB
5335,GORASP1
5336,GORASP2
5337,GOSR1
5338,GOSR2
5339,GOT1
5340,GOT1L1
5341,GOT2
5342,GP1BA
5343,GP1BB
5344,GP2
5345,GP5
5346,GP6
5347,GP9
5348,GPA33
5349,GPAA1
5350,GPALPP1
5351,GPAM
5352,GPANK1
5353,GPAT2
5354,GPAT3
5355,GPAT4
5356,GPATCH1
5357,GPATCH11
5358,GPATCH2
5359,GPATCH2L
5360,GPATCH3
5361,GPATCH4
5362,GPATCH8
5363,GPBAR1
5364,GPBP1
5365,GPBP1L1
5366,GPC1
5367,GPC2
5368,GPC3
5369,GPC4
5370,GPC5
5371,GPC6
5372,GPCPD1
5373,GPD1
5374,GPD1L
5375,GPD2
5376,GPER1
5377,GPHA2
5378,GPHB5
5379,GPHN
5380,GPIHBP1
5381,GPKOW
5382,GPLD1
5383,GPM6A
5384,GPM6B
5385,GPN1
5386,GPN2
5387,GPN3
5388,GPNMB
5389,GPR101
5390,GPR107
5391,GPR108
5392,GPR119
5393,GPR12
5394,GPR132
5395,GPR135
5396,GPR137
5397,GPR137B
5398,GPR137C
5399,GPR139
5400,GPR141
5401,GPR142
5402,GPR143
5403,GPR146
5404,GPR149
5405,GPR15
5406,GPR150
5407,GPR151
5408,GPR153
5409,GPR155
5410,GPR156
5411,GPR157
5412,GPR158
5413,GPR160
5414,GPR161
5415,GPR162
5416,GPR17
5417,GPR171
5418,GPR173
5419,GPR174
5420,GPR176
5421,GPR179
5422,GPR18
5423,GPR180
5424,GPR183
5425,GPR19
5426,GPR20
5427,GPR21
5428,GPR22
5429,GPR25
5430,GPR26
5431,GPR27
5432,GPR3
5433,GPR33
5434,GPR34
5435,GPR35
5436,GPR37
5437,GPR37L1
5438,GPR39
5439,GPR4
5440,GPR45
5441,GPR50
5442,GPR52
5443,GPR55
5444,GPR6
5445,GPR61
5446,GPR62
5447,GPR63
5448,GPR65
5449,GPR68
5450,GPR75
5451,GPR82
5452,GPR83
5453,GPR84
5454,GPR85
5455,GPR87
5456,GPR88
5457,GPRASP1
5458,GPRC5A
5459,GPRC5B
5460,GPRC5C
5461,GPRC5D
5462,GPRC6A
5463,GPRIN1
5464,GPRIN2
5465,GPRIN3
5466,GPS1
5467,GPS2
5468,GPSM1
5469,GPSM2
5470,GPSM3
5471,GPT
5472,GPT2
5473,GPX1
5474,GPX2
5475,GPX3
5476,GPX4
5477,GPX5
5478,GPX6
5479,GPX7
5480,GPX8
5481,GRAMD1A
5482,GRAMD1B
5483,GRAMD1C
5484,GRAMD2A
5485,GRAMD2B
5486,GRAMD4
5487,GRAP2
5488,GRB10
5489,GRB14
5490,GRB2
5491,GRB7
5492,GREB1
5493,GREB1L
5494,GREM1
5495,GREM2
5496,GREP1
5497,GRHL1
5498,GRHL2
5499,GRHL3
5500,GRHPR
5501,GRIA1
5502,GRIA2
5503,GRIA3
5504,GRIA4
5505,GRID1
5506,GRID2
5507,GRID2IP
5508,GRIFIN
5509,GRIK1
5510,GRIK2
5511,GRIK3
5512,GRIK4
5513,GRIK5
5514,GRIN1
5515,GRIN2A
5516,GRIN2B
5517,GRIN2C
5518,GRIN2D
5519,GRIN3A
5520,GRIN3B
5521,GRINA
5522,GRIP1
5523,GRIP2
5524,GRIPAP1
5525,GRK1
5526,GRK2
5527,GRK3
5528,GRK4
5529,GRK5
5530,GRK6
5531,GRM1
5532,GRM2
5533,GRM3
5534,GRM4
5535,GRM5
5536,GRM6
5537,GRM7
5538,GRM8
5539,GRN
5540,GRP
5541,GRPEL1
5542,GRPEL2
5543,GRPR
5544,GRSF1
5545,GRTP1
5546,GRWD1
5547,GRXCR1
5548,GRXCR2
5549,GSAP
5550,GSC
5551,GSC2
5552,GSDMD
5553,GSDME
5554,GSE1
5555,GSG1
5556,GSG1L
5557,GSG1L2
5558,GSK3A
5559,GSK3B
5560,GSKIP
5561,GSN
5562,GSPT1
5563,GSPT2
5564,GSR
5565,GSS
5566,GSTCD
5567,GSTK1
5568,GSTM3
5569,GSTM4
5570,GSTO1
5571,GSTO2
5572,GSTT4
5573,GSTZ1
5574,GSX1
5575,GSX2
5576,GTF2A1
5577,GTF2A1L
5578,GTF2A2
5579,GTF2B
5580,GTF2E1
5581,GTF2E2
5582,GTF2F1
5583,GTF2F2
5584,GTF2H1
5585,GTF2H3
5586,GTF2H4
5587,GTF2H5
5588,GTF2I
5589,GTF2IRD1
5590,GTF3A
5591,GTF3C1
5592,GTF3C2
5593,GTF3C3
5594,GTF3C4
5595,GTF3C5
5596,GTF3C6
5597,GTPBP1
5598,GTPBP10
5599,GTPBP2
5600,GTPBP3
5601,GTPBP4
5602,GTPBP6
5603,GTPBP8
5604,GTSE1
5605,GTSF1
5606,GTSF1L
5607,GUCA1B
5608,GUCA2A
5609,GUCA2B
5610,GUCD1
5611,GUCY1A1
5612,GUCY1A2
5613,GUCY1B1
5614,GUCY1B2
5615,GUCY2C
5616,GUCY2F
5617,GUF1
5618,GUK1
5619,GULP1
5620,GUSB
5621,GXYLT1
5622,GXYLT2
5623,GYG1
5624,GYPC
5625,GYS1
5626,GYS2
5627,GZF1
5628,GZMA
5629,GZMB
5630,GZMK
5631,GZMM
5632,H19
5633,H2AC1
5634,H2AC20
5635,H2AC21
5636,H2AJ
5637,H2AP
5638,H2AX
5639,H2AZ1
5640,H2AZ2
5641,H2BC1
5642,H2BC11
5643,H2BC13
5644,H2BC18
5645,H2BC3
5646,H2BC5
5647,H2BW1
5648,H6PD
5649,HAAO
5650,HABP2
5651,HABP4
5652,HACD1
5653,HACD2
5654,HACD3
5655,HACD4
5656,HACE1
5657,HACL1
5658,HADH
5659,HADHA
5660,HADHB
5661,HAGH
5662,HAGHL
5663,HAL
5664,HAND1
5665,HAND2
5666,HAO1
5667,HAO2
5668,HAP1
5669,HAPLN1
5670,HAPLN2
5671,HAPLN3
5672,HAPLN4
5673,HARBI1
5674,HARS1
5675,HARS2
5676,HAS1
5677,HAS2
5678,HAS3
5679,HASPIN
5680,HAT1
5681,HAUS1
5682,HAUS2
5683,HAUS3
5684,HAUS4
5685,HAUS5
5686,HAUS6
5687,HAUS7
5688,HAUS8
5689,HAVCR2
5690,HAX1
5691,HBEGF
5692,HBP1
5693,HBS1L
5694,HCAR1
5695,HCCS
5696,HCFC1
5697,HCFC1R1
5698,HCFC2
5699,HCK
5700,HCLS1
5701,HCN1
5702,HCN2
5703,HCN3
5704,HCN4
5705,HCRT
5706,HCRTR1
5707,HCRTR2
5708,HCST
5709,HDAC1
5710,HDAC10
5711,HDAC11
5712,HDAC2
5713,HDAC3
5714,HDAC4
5715,HDAC5
5716,HDAC6
5717,HDAC7
5718,HDAC8
5719,HDAC9
5720,HDC
5721,HDDC2
5722,HDDC3
5723,HDGF
5724,HDGFL1
5725,HDGFL2
