model,panel,mask_seed,supported,samples,patients,oof_auroc,fold_auroc_mean,fold_auroc_std,fold_f1_mean,fold_balanced_accuracy_mean
BRIDGE,2_cancer,20260723,True,1163,1019,0.9994042994042994,0.9994572868641928,0.0007596851375297548,0.9971578153913976,0.9880905936108902
BRIDGE,5_cancer,20260723,True,3481,3116,0.9955582544868259,0.9959815565479715,0.00529846280444355,0.9957732971567929,0.9637017243461063
BRIDGE,2_cancer,20260724,True,1163,1019,0.9993697660364327,0.9993919600165773,0.0009253132269047857,0.9971537115983203,0.9892017414632637
BRIDGE,5_cancer,20260724,True,3481,3116,0.9960138317281174,0.9964030411582752,0.004051180988314294,0.9957685654613833,0.9680443178314213
BRIDGE,2_cancer,20260725,True,1163,1019,0.999387032720366,0.9994284909032924,0.000917598871482411,0.9971583261751901,0.9895585528816664
BRIDGE,5_cancer,20260725,True,3481,3116,0.9965738894310323,0.9965553207260381,0.004216071110427235,0.9962405624202916,0.9686518337922813
