model,panel,mask_seed,fold,auroc,f1,balanced_accuracy
BRIDGE,5_cancer,20260723,1,0.9996530094755105,0.9968553459119497,0.9737888696116375
BRIDGE,5_cancer,20260723,2,0.9881754020594702,0.9953703703703703,0.9552238805970149
BRIDGE,5_cancer,20260723,3,0.9998894874982733,0.997639653815893,0.9816687387760741
BRIDGE,5_cancer,20260723,4,0.9927347646931252,0.9937106918238994,0.9623725872912601
BRIDGE,5_cancer,20260723,5,0.9994551190134786,0.9952904238618524,0.9454545454545454
