model,panel,mask_seed,fold,auroc,f1,balanced_accuracy
BRIDGE,5_cancer,20260724,1,0.9933258342707162,0.9952755905511811,0.9738282714660667
BRIDGE,5_cancer,20260724,2,0.9992175273865413,0.9945440374123149,0.947493389455507
BRIDGE,5_cancer,20260724,3,0.9995531019978969,0.9968503937007874,0.974211356466877
BRIDGE,5_cancer,20260724,4,0.9908261831525552,0.996875,0.9733554584210242
BRIDGE,5_cancer,20260724,5,0.999092558983666,0.9952978056426333,0.9713331133476324
