replicate,macro_auroc,macro_auprc
104,0.5670095166138016,0.4712493397557424
105,0.5198993403439194,0.38467258909185936
106,0.4882455301547768,0.3945920043732892
107,0.5787384759966618,0.4356374785736821
108,0.5149288409969583,0.40829457967905325
109,0.5888242434005464,0.46038886970601517
110,0.5538764150984332,0.47548519013955093
111,0.44083915409404056,0.3835136433533652
112,0.47268472214387686,0.3746215581818062
113,0.5389109581809214,0.4270383193803992
114,0.4771841502828389,0.3654925343213309
115,0.6320891242625288,0.47075262533255924
116,0.44553757197530164,0.3779604372270802
117,0.49443049745944,0.4305525552026162
118,0.5623349142226522,0.452763726419326
119,0.5056112847365353,0.39626744832071226
120,0.5597948378467505,0.4594429767127562
121,0.5348830035233727,0.4130940111073006
122,0.48370681933891924,0.38490331410464607
123,0.5514784723156341,0.4614336472856871
124,0.5139923394486123,0.40010717262473205
125,0.5915153802234073,0.4584413858587688
126,0.4619548924040655,0.3738055890678792
127,0.5385871100027048,0.41460279614639783
128,0.5017662831238258,0.43717296622695934
129,0.5604508373072523,0.42578104955430457
130,0.5133530727541753,0.41548757667714026
131,0.503540091924447,0.39795257606429013
132,0.43834369842764426,0.37764658754883207
133,0.4458003378735086,0.3557521768885747
134,0.5480996649107658,0.44639079708979434
135,0.5516764721941384,0.41740015756317517
136,0.5232761363817161,0.42948214941287594
137,0.41263562037973167,0.3437239096115709
138,0.3823367077292904,0.3258231475889474
139,0.6300539733403917,0.5646352852767379
140,0.5243717393253812,0.42351619313399713
141,0.4984400921775629,0.41273610322197685
142,0.46174418701356557,0.35651741166471995
143,0.4339403458358102,0.394997657875416
144,0.4372927161934846,0.3670070973794172
145,0.5882182478814203,0.4632291084274682
146,0.5218631894333532,0.43743997074874147
147,0.41947648318659847,0.3597792976717792
148,0.47996091258390794,0.3933994582198586
149,0.49571303098282715,0.40633740204985347
150,0.4876747177396609,0.393194048062296
151,0.5138659894371137,0.39732589408601654
152,0.4643458971004494,0.40811958652450203
153,0.5488613944803387,0.5144261476180306
154,0.4807383217767865,0.40710819375682145
155,0.491332205702194,0.3951609340891274
156,0.4957374792625795,0.38430587000061633
157,0.5373036996136729,0.4440171310225754
158,0.4973571359868554,0.3622179719492216
159,0.475110733667157,0.3744415615173306
160,0.5228529402299449,0.4080691195418864
161,0.5870499148084346,0.501699540808527
162,0.5363370546788104,0.43120504736962073
163,0.5680322673901441,0.47150718980613426
164,0.5704686069443421,0.4773062811530414
165,0.5144910274044922,0.3819274743089575
166,0.46622226754201357,0.3948601986134694
167,0.5473472283090559,0.45220887739837645
168,0.5433805683680392,0.47074156160661407
169,0.5116848539449191,0.40012464158376077
170,0.4839683332176233,0.3784405720088906
171,0.5673589701728275,0.4819046210635025
172,0.4517793321501975,0.35412838640419736
173,0.5662336261160601,0.49349494859863496
174,0.5107500157293425,0.39965471968544214
175,0.48121168458726926,0.3607731681022987
176,0.4866752400623099,0.39578498207159263
177,0.4616022432573552,0.37729116074761204
178,0.4917917284992544,0.40045277384158234
179,0.5544054724371297,0.44704203956660027
180,0.5123096659159974,0.41232140655527183
181,0.4896339971839053,0.4107641959690233
182,0.5054506601261529,0.4288761748897111
183,0.4538585613907198,0.3725756237849932
184,0.49244018420325636,0.4116882826713241
185,0.499741121238156,0.391874168467405
186,0.4001635399626545,0.34345241267468235
187,0.46728417895724944,0.3841718531848203
188,0.5069767498622327,0.4034249823874405
189,0.47555046370824855,0.3861171006050834
190,0.485363765452723,0.4077096241449321
191,0.49100166803349227,0.43069980571156063
192,0.4859915650948896,0.3767598488353559
193,0.4676116521161209,0.37945962869059324
194,0.5346227190645416,0.42578563436204314
195,0.4816920804026133,0.3796151643917309
196,0.49689255539259714,0.4180382439130299
197,0.41289159282915544,0.3554996760135641
198,0.45020257856354584,0.37070499841179444
199,0.4876416996802062,0.3645325407239105
200,0.5051334743188652,0.3751421017225279
201,0.4293441008818556,0.39525622669633353
202,0.5288893918059889,0.4438512365779904
203,0.4737162144571099,0.4036146040517843
204,0.5830576901659428,0.4944690789136522
205,0.5649717486545084,0.43635073732115354
206,0.451290325875817,0.3498455740462579
207,0.4937830451790107,0.3833344087878306
208,0.5409862912452288,0.43374793591032224
209,0.4341165189916443,0.37982332494148197
210,0.4795084047120048,0.394387655614185
211,0.46075499216787225,0.3859263811642761
212,0.48666188820089584,0.39691838623846076
213,0.5407767022764518,0.47841427730868785
214,0.5159064603121569,0.3917507739760344
215,0.4109732593945758,0.3632829224584878
216,0.4667463891215144,0.3922935089883832
217,0.5225904952464842,0.3849611418595876
218,0.5246247331435687,0.40241908196439247
219,0.45843674472036483,0.3842825457695347
220,0.5329850278355124,0.45257497082859766
221,0.508669141235755,0.392742022395348
222,0.4705830198312657,0.3823410436496818
223,0.5169941579052422,0.4101598594591535
224,0.5386337601589857,0.4375161666240322
225,0.4848600920184616,0.3939687287588002
226,0.4872212154840371,0.39237067058914493
227,0.5408382998280259,0.4577420286274679
228,0.4236745452592846,0.35484992473273824
229,0.4039669401764289,0.35190412125390597
230,0.48758506952730973,0.38179339059804795
231,0.48805487515602786,0.3936670845652097
232,0.47916583048035605,0.3874100457592022
233,0.4889052947136392,0.40987324979415896
234,0.5406521376357243,0.43614359895399024
235,0.5757237938306266,0.4447362614450556
236,0.51358071430741,0.42301494444439874
237,0.48826652521106245,0.3858011431848417
238,0.490717025693429,0.40277005335304095
239,0.5666327672216414,0.43030671068613463
240,0.546051636719445,0.44089519148984657
241,0.44246667096963616,0.3376374349424601
242,0.40119298926933405,0.3421090907989741
243,0.42631265883019975,0.3479333003674331
244,0.5099108507874797,0.3886343860189301
245,0.5684632920537531,0.4547653495996729
246,0.5374930393139548,0.41369711409444465
247,0.4506106872023177,0.3848527019742328
248,0.5926773673202841,0.4871171384655119
249,0.5261832669085007,0.432449605675415
